Stationsname;Stationsnummer;Parameter;Zeitreihe;Parametereinheit;Gewässer;Zeitstempel;Zeitpunkt_des_Auftretens;Wert;Freigabestatus
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;12.02.1989;;0.352;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;26.02.1989;;0.383;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;19.02.1989;;0.388;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;13.02.2008;;0.524;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;12.03.2006;;0.528;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;22.02.2002;;0.533;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;27.02.1989;;0.561;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;19.02.2006;;0.561;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;11.03.2006;;0.568;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;24.02.2002;;0.581;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;21.01.1989;;0.585;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;26.02.2006;;0.588;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;17.02.2008;;0.591;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;14.02.2008;;0.597;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;25.02.2002;;0.598;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;04.03.2006;;0.598;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;23.02.2002;;0.6;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;25.02.2006;;0.605;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;26.02.2002;;0.609;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;22.01.2006;;0.612;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;18.02.2006;;0.613;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;18.03.2006;;0.618;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;05.02.1989;;0.623;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;21.02.2002;;0.623;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;16.02.2008;;0.628;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;19.03.2006;;0.63;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;05.03.2006;;0.635;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;29.01.2006;;0.638;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;22.01.1989;;0.643;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;21.01.2006;;0.647;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;10.02.2008;;0.647;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;01.03.2002;;0.651;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;09.02.2008;;0.651;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;18.02.2008;;0.658;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;08.02.2008;;0.664;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;03.04.1984;;0.665;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;15.02.2008;;0.665;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;27.02.2002;;0.668;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;11.02.2008;;0.67;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;25.01.1987;;0.673;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;11.02.2006;;0.673;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;28.02.2002;;0.675;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;19.02.2002;;0.678;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;23.02.2008;;0.678;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;05.03.2002;;0.679;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;20.02.2002;;0.68;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;08.02.1987;;0.681;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;11.03.2010;;0.682;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;04.02.2006;;0.683;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;30.03.2008;;0.688;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;05.03.2010;;0.688;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;04.03.2002;;0.69;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;29.03.2008;;0.691;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;07.04.1984;;0.701;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;08.04.1984;;0.702;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;04.03.2007;;0.702;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;11.03.2007;;0.705;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;01.04.1984;;0.71;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;28.03.2008;;0.714;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;10.03.2010;;0.715;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;07.02.2008;;0.718;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;10.01.2016;;0.721;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;08.03.2010;;0.727;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;06.02.2008;;0.729;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;31.03.1984;;0.73;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;09.04.1984;;0.73;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;01.03.2010;;0.739;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;20.03.2008;;0.745;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;30.03.1984;;0.746;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;14.01.2006;;0.746;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;15.01.2006;;0.746;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;12.02.2008;;0.747;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;17.03.1963;;0.75;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;24.03.1963;;0.75;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;31.03.1963;;0.75;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;28.01.2006;;0.757;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;08.01.2006;;0.763;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;02.02.2008;;0.763;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;24.01.2016;;0.763;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;02.04.1984;;0.771;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;12.03.2008;;0.772;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;14.01.1989;;0.773;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;27.03.2002;;0.773;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;01.02.2008;;0.773;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;24.02.2008;;0.773;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;28.02.2010;;0.775;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;05.04.1984;;0.778;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;22.11.1959;;0.78;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;04.04.1984;;0.781;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;11.03.2002;;0.783;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;27.03.1984;;0.784;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;06.03.2002;;0.786;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;15.03.2002;;0.788;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;02.03.2002;;0.789;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;03.03.2010;;0.789;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;10.03.1963;;0.79;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;23.03.1963;;0.79;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;08.03.1981;;0.792;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;12.03.2002;;0.793;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;31.01.2008;;0.793;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;05.02.2008;;0.793;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;07.02.2010;;0.794;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;10.03.2002;;0.795;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;22.03.1987;;0.796;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;25.02.2008;;0.796;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;23.01.2016;;0.796;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;20.01.2008;;0.797;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;19.01.2008;;0.798;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;23.02.2010;;0.799;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;09.03.2008;;0.8;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;17.03.2002;;0.801;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;11.04.1984;;0.804;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;26.01.2008;;0.806;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;10.04.1984;;0.807;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;30.03.2002;;0.807;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;07.01.2006;;0.808;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;19.02.2008;;0.809;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;17.02.2007;;0.81;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;27.01.2008;;0.81;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;03.03.2007;;0.811;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;14.04.1984;;0.812;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;20.02.2008;;0.812;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;04.03.2010;;0.814;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;27.02.2010;;0.815;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;09.03.2002;;0.817;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;26.03.1963;;0.82;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;27.03.1963;;0.82;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;28.03.1963;;0.82;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;13.04.1984;;0.821;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;15.04.1984;;0.821;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;18.01.1987;;0.822;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;19.03.2008;;0.822;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;24.02.2010;;0.824;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;26.02.2008;;0.829;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;18.03.1984;;0.83;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;25.02.2010;;0.832;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;23.02.2007;;0.833;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;13.03.2002;;0.834;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;02.03.2010;;0.836;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;16.03.2002;;0.837;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;10.03.2007;;0.838;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;15.03.1987;;0.839;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;05.04.2008;;0.841;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;29.03.2002;;0.842;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;24.02.2007;;0.842;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;10.02.2002;;0.848;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;07.03.2002;;0.85;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;31.12.2005;;0.852;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;01.01.2006;;0.852;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;20.02.2016;;0.854;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;28.02.2006;;0.856;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;09.03.2010;;0.856;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;22.03.1963;;0.86;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;25.03.1963;;0.86;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;01.04.1963;;0.86;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;25.02.2007;;0.86;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;14.02.2010;;0.86;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;03.04.2007;;0.861;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;28.03.1984;;0.862;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;12.02.2006;;0.863;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;22.02.2008;;0.864;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;14.03.2002;;0.865;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;22.03.1981;;0.866;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;17.03.2016;;0.866;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;08.03.2002;;0.867;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;06.01.2006;;0.868;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;01.04.2007;;0.869;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;04.02.2008;;0.87;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;04.04.2008;;0.877;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;17.03.2008;;0.879;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;25.03.1984;;0.88;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;07.03.2010;;0.88;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;16.03.2016;;0.882;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;19.03.1975;;0.883;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;11.04.2002;;0.883;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;29.01.1989;;0.885;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;13.01.2008;;0.887;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;12.02.1981;;0.888;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;06.04.1984;;0.889;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;26.12.2005;;0.889;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;29.03.1963;;0.89;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;18.03.2002;;0.89;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;21.03.2008;;0.89;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;12.04.2002;;0.891;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;06.02.2010;;0.891;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;04.04.2007;;0.893;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;08.03.2008;;0.893;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;07.02.1981;;0.894;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;26.03.1984;;0.894;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;31.03.2008;;0.894;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;09.03.2016;;0.894;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;26.02.2007;;0.895;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;27.02.2008;;0.898;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;19.03.2016;;0.899;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;04.03.2016;;0.901;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;15.03.2016;;0.901;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;20.03.1975;;0.902;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;29.03.1984;;0.902;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;28.03.2002;;0.903;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;18.03.2008;;0.906;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;27.03.2008;;0.906;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;08.03.1987;;0.907;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;15.03.2008;;0.907;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;02.04.1963;;0.91;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;12.04.1984;;0.912;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;25.12.2005;;0.912;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;13.03.2016;;0.912;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;18.03.2016;;0.912;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;15.03.1981;;0.913;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;08.03.2016;;0.917;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;20.03.2016;;0.917;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;25.03.1975;;0.919;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;11.03.2016;;0.919;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;06.04.1963;;0.92;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;07.04.1963;;0.92;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;18.03.1975;;0.921;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;11.03.2008;;0.925;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;02.04.2008;;0.925;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;02.03.1986;;0.927;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;05.02.2006;;0.929;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;30.03.1963;;0.93;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;24.03.1985;;0.931;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;11.01.1987;;0.932;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;03.04.2008;;0.932;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;21.03.1975;;0.934;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;21.03.2016;;0.935;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;26.02.2010;;0.936;Freigegeben, validierte Daten
Le Prese;0078;Abfluss;Tagesmittel;m3/s;Poschiavino;06.03.2010;;0.936;Freigegeben, validierte Daten
