station_abbr;reference_timestamp;tre200d0;tre200dx;tre200dn;ure200d0;pva200d0;rre150d0;rka150d0;htoautd0;htoautd0_m;schnee_man;schnee_man_m;monat;pb_man;pb_aut;h_year
ROB;27.08.1963;15.6;20;14;82;14.9;17.9;;;;0;0;8;0;;1963
ROB;28.08.1963;10.5;14.7;7.1;82.7;11;20.9;;;;0;0;8;0;;1963
ROB;29.08.1963;10;13.8;6.7;74.7;9.2;4.5;;;;0;0;8;0;;1963
ROB;30.08.1963;12.8;17.6;7;56.3;7.7;0;;;;0;0;8;0;;1963
ROB;31.08.1963;11.6;18.1;2;73.3;9.5;0;;;;0;0;8;0;;1963
ROB;01.09.1963;12.4;13.5;10.5;93.7;13.7;16.5;;;;0;0;9;0;;1963
ROB;02.09.1963;12.5;14.5;10;89.3;13.1;4.3;;;;0;0;9;0;;1963
ROB;03.09.1963;14.5;19;9.9;80.3;13.3;0;;;;0;0;9;0;;1963
ROB;04.09.1963;12.5;19;7;87.3;12.5;30.2;;;;0;0;9;0;;1963
ROB;05.09.1963;12.7;16;9.5;77.7;11.4;10.7;;;;0;0;9;0;;1963
ROB;06.09.1963;10.1;15.7;7.5;88;10.8;16.2;;;;0;0;9;0;;1963
ROB;07.09.1963;10.4;14.1;6.9;82;10.4;0;;;;0;0;9;0;;1963
ROB;08.09.1963;10.6;15;6.5;78.7;10.1;0;;;;0;0;9;0;;1963
ROB;09.09.1963;11.2;18.2;5;79.3;10.4;0;;;;0;0;9;0;;1963
ROB;10.09.1963;12.1;18.5;4.5;79.3;10.8;0;;;;0;0;9;0;;1963
ROB;11.09.1963;13.1;20;4.5;79.7;11.6;0;;;;0;0;9;0;;1963
ROB;12.09.1963;10.7;18.3;5.5;81.3;10.6;0;;;;0;0;9;0;;1963
ROB;13.09.1963;11.6;21;5.1;78.7;10.7;0;;;;0;0;9;0;;1963
ROB;14.09.1963;11.7;19.6;5.5;80.3;11;0;;;;0;0;9;0;;1963
ROB;15.09.1963;12.4;21;6.5;76.3;10.8;0;;;;0;0;9;0;;1963
ROB;16.09.1963;14.9;21.5;10.3;81.7;14;0;;;;0;0;9;0;;1963
ROB;17.09.1963;14.1;22.2;7.5;76.3;12.3;0;;;;0;0;9;0;;1963
ROB;18.09.1963;14.6;18;9.3;82.3;13.6;0;;;;0;0;9;0;;1963
ROB;19.09.1963;13.1;16.5;9.2;88;13.3;3.8;;;;0;0;9;0;;1963
ROB;20.09.1963;12.6;16;9.7;90.3;13.2;0.2;;;;0;0;9;0;;1963
ROB;21.09.1963;14.2;18.6;9.5;81.7;13.3;1.6;;;;0;0;9;0;;1963
ROB;22.09.1963;14;18.6;7.5;86.3;13.8;0;;;;0;0;9;0;;1963
ROB;23.09.1963;14.2;19.8;7.6;81.7;13;0;;;;0;0;9;0;;1963
ROB;24.09.1963;11.7;16.5;7.2;93.3;13.1;5.1;;;;0;0;9;0;;1963
ROB;25.09.1963;10.8;14.5;9.5;70.3;9.5;5.6;;;;0;0;9;0;;1963
ROB;26.09.1963;9.3;16;3.5;48;5.5;0;;;;0;0;9;0;;1963
ROB;27.09.1963;15.1;21;3.5;56.3;8.9;0;;;;0;0;9;0;;1963
ROB;28.09.1963;13.9;18.6;6;39.3;6.6;0;;;;0;0;9;0;;1963
ROB;29.09.1963;7;15;3;68.7;6.9;0;;;;0;0;9;0;;1963
ROB;30.09.1963;9.8;15.9;1.6;79.3;9.4;0;;;;0;0;9;0;;1963
ROB;01.10.1963;10.8;16.2;3.7;74.7;9.6;0;;;;0;0;10;0;;1964
ROB;02.10.1963;10.3;12.2;3.8;75.7;9.4;18.2;;;;0;0;10;0;;1964
ROB;03.10.1963;10.7;13.6;6.1;87.7;11.2;0.7;;;;0;0;10;0;;1964
ROB;04.10.1963;9.4;15;6.1;81.7;10.2;0;;;;0;0;10;0;;1964
ROB;05.10.1963;11.4;14.3;5;33;4.5;0;;;;0;0;10;0;;1964
ROB;06.10.1963;6.3;11.5;0.5;74.7;7;3.2;;;;0;0;10;0;;1964
ROB;07.10.1963;9.3;12;3;75;7.9;8.9;;;;0;0;10;0;;1964
ROB;08.10.1963;7.9;16;2.5;42.7;4.5;0;;;;0;0;10;0;;1964
ROB;09.10.1963;6.5;16.2;0;50;5;0;;;;0;0;10;0;;1964
ROB;10.10.1963;8.5;16;1.2;62;6.6;0;;;;0;0;10;0;;1964
ROB;11.10.1963;8.4;20;2.5;71.7;7.9;0;;;;0;0;10;0;;1964
ROB;12.10.1963;8.4;20;1;69.3;7.4;0;;;;0;0;10;0;;1964
ROB;13.10.1963;8.5;18.7;2.7;85.3;11;0;;;;0;0;10;0;;1964
ROB;14.10.1963;12.7;19.6;2;44;5.6;0;;;;0;0;10;0;;1964
ROB;15.10.1963;7;14.2;0;72;7;0;;;;0;0;10;0;;1964
ROB;16.10.1963;7.1;11.8;2;88.7;9;0;;;;0;0;10;0;;1964
ROB;17.10.1963;6.6;13.6;3.5;79.7;8.1;0;;;;0;0;10;0;;1964
ROB;18.10.1963;6.2;14.6;1;78.7;7.6;0;;;;0;0;10;0;;1964
ROB;19.10.1963;5.3;14.5;-0.5;75.7;6.7;0;;;;0;0;10;0;;1964
ROB;20.10.1963;6.1;16.1;-0.2;77.7;7.3;0;;;;0;0;10;0;;1964
ROB;21.10.1963;12.2;18;0.6;69.3;9.3;0;;;;0;0;10;0;;1964
ROB;22.10.1963;9.4;18.3;1.1;68;7.6;0;;;;0;0;10;0;;1964
ROB;23.10.1963;8.4;19.4;1.9;70.3;7.6;0;;;;0;0;10;0;;1964
ROB;24.10.1963;7.5;13.3;2.1;69;7.3;0;;;;0;0;10;0;;1964
ROB;25.10.1963;5.7;8.2;2;95.3;8.8;2.1;;;;0;0;10;0;;1964
ROB;26.10.1963;6.1;9.4;3.5;86;8.4;0;;;;0;0;10;0;;1964
ROB;27.10.1963;5.2;10.5;-0.4;84;7.4;0;;;;0;0;10;0;;1964
ROB;28.10.1963;4.7;9.5;-0.3;76.7;6.5;0;;;;0;0;10;0;;1964
ROB;29.10.1963;1.8;8.1;-2.6;80.3;5.7;0;;;;0;0;10;0;;1964
ROB;30.10.1963;1.9;10.2;-4.1;71;4.9;0;;;;0;0;10;0;;1964
ROB;31.10.1963;3.4;6.5;-3.2;82.7;6.3;6.5;;;;0;0;10;0;;1964
ROB;01.11.1963;6.1;7.5;2.5;93.3;8.8;34.2;;;;0;0;11;134.3;;1964
ROB;02.11.1963;5;7.2;3;93;8.3;21.4;;;;0;0;11;134.3;;1964
ROB;03.11.1963;7.2;8.3;2.5;95.7;9.7;73.4;;;;0;0;11;134.3;;1964
ROB;04.11.1963;7.1;9;5;91.7;9.3;54.2;;;;0;0;11;134.3;;1964
ROB;05.11.1963;7.4;8.4;5;88.7;9.1;22.4;;;;0;0;11;134.3;;1964
ROB;06.11.1963;8.4;9.8;3.1;88.7;9.6;43.2;;;;0;0;11;134.3;;1964
ROB;07.11.1963;4.2;9.8;1.3;79;6.6;0;;;;0;0;11;134.3;;1964
ROB;08.11.1963;4.3;12.6;-0.5;69.3;5.6;0;;;;0;0;11;134.3;;1964
ROB;09.11.1963;5.8;10.4;-0.3;69.3;6.3;0.3;;;;0;0;11;134.3;;1964
ROB;10.11.1963;6.3;8.1;3.6;86.7;8.3;21.5;;;;0;0;11;134.3;;1964
ROB;11.11.1963;8.3;10.2;4.4;89;9.8;2.5;;;;0;0;11;134.3;;1964
ROB;12.11.1963;5.9;10;3;92;9;18.7;;;;0;0;11;134.3;;1964
ROB;13.11.1963;2.5;8.4;-0.8;77;5.7;0;;;;0;0;11;134.3;;1964
ROB;14.11.1963;2.6;11.5;-2.3;63.7;4.7;0;;;;0;0;11;134.3;;1964
ROB;15.11.1963;3.2;5;-2.5;88;6.8;46.9;;;;0;0;11;134.3;;1964
ROB;16.11.1963;7.4;10.2;0.6;90;9.2;86.2;;;;0;0;11;134.3;;1964
ROB;17.11.1963;2.4;8;-2;53;4.1;0;;;;0;0;11;134.3;;1964
ROB;18.11.1963;3.4;9.6;-2.5;53;4.3;0;;;;0;0;11;134.3;;1964
ROB;19.11.1963;3.4;8.6;-2;82.3;6.8;0;;;;0;0;11;134.3;;1964
ROB;20.11.1963;7.4;9.4;-0.5;67.7;6.5;0;;;;0;0;11;134.3;;1964
ROB;21.11.1963;1.6;9.1;-3;35.3;2.4;0;;;;0;0;11;134.3;;1964
ROB;22.11.1963;1.7;10;-3.5;50.7;3.3;0;;;;0;0;11;134.3;;1964
ROB;23.11.1963;4.1;13.6;-2.5;66;5.5;0;;;;0;0;11;134.3;;1964
ROB;24.11.1963;1.7;9.2;-2.6;78;5.3;0.5;;;;0;0;11;134.3;;1964
ROB;25.11.1963;2.5;4;-1;95.7;7;25.2;;;;0;0;11;134.3;;1964
ROB;26.11.1963;2.8;4.1;1;94.7;7.2;12.3;;;;0;0;11;134.3;;1964
ROB;27.11.1963;1.3;3;-1.3;83.7;5.6;0;;;;0;0;11;134.3;;1964
ROB;28.11.1963;3.2;6;-0.2;83.3;6.4;0.6;;;;0;0;11;134.3;;1964
ROB;29.11.1963;2.9;9.5;-1.5;74.7;5.5;0;;;;0;0;11;134.3;;1964
ROB;30.11.1963;2;6.1;-2.1;75.3;5.2;0;;;;0;0;11;134.3;;1964
ROB;01.12.1963;1.8;5.5;-2.5;69;4.7;0;;;;0;0;12;186.3;;1964
ROB;02.12.1963;2.7;7;-2.5;75.7;5.5;0;;;;0;0;12;186.3;;1964
ROB;03.12.1963;3.1;4.2;-2.4;88;6.7;4.2;;;;0;0;12;186.3;;1964
ROB;04.12.1963;3;4.2;-1;95;7.3;20.2;;;;0;0;12;186.3;;1964
ROB;05.12.1963;3.7;7.3;-1;86.3;6.8;0.7;;;;0;0;12;186.3;;1964
ROB;06.12.1963;0.7;4.7;-2;84.7;5.9;0;;;;0;0;12;186.3;;1964
ROB;07.12.1963;-1.6;4.5;-5;70.3;3.8;0;;;;0;0;12;186.3;;1964
ROB;08.12.1963;-1;7.1;-5.6;65.7;3.7;0;;;;0;0;12;186.3;;1964
ROB;09.12.1963;-1.5;6;-6.2;65.7;3.5;0;;;;0;0;12;186.3;;1964
ROB;10.12.1963;-1.5;6;-7;61.7;3.3;0;;;;0;0;12;186.3;;1964
ROB;11.12.1963;-3.2;4;-6.7;74.7;3.6;0;;;;0;0;12;186.3;;1964
ROB;12.12.1963;-1.9;5.4;-7.1;58.3;3;0;;;;0;0;12;186.3;;1964
ROB;13.12.1963;-4.1;-2.4;-6.5;34;1.6;0;;;;0;0;12;186.3;;1964
ROB;14.12.1963;-6.9;-5.3;-8.5;74.7;2.7;1.7;;;;0;0;12;186.3;;1964
ROB;15.12.1963;-6.4;-1.8;-14;54.3;1.8;0;;;;2;0.02;12;186.82;;1964
ROB;16.12.1963;-4;-3.2;-11.8;55;2.5;0;;;;2;0.02;12;186.82;;1964
ROB;17.12.1963;-7.1;0.4;-11;67.3;2.5;0;;;;0;0;12;186.3;;1964
ROB;18.12.1963;-9;-1.4;-13.2;64.3;2;0;;;;0;0;12;186.3;;1964
ROB;19.12.1963;-7.4;-0.7;-13.3;63.7;2.2;0;;;;0;0;12;186.3;;1964
ROB;20.12.1963;-2.9;-1.4;-11.5;80.3;4;1.2;;;;0;0;12;186.3;;1964
ROB;21.12.1963;-3.2;5;-7.6;71.3;3.6;0;;;;3;0.03;12;187.08;;1964
ROB;22.12.1963;-4.6;4.5;-9.1;68.3;3;0;;;;0;0;12;186.3;;1964
ROB;23.12.1963;-6.9;1;-10.7;71;2.7;0;;;;0;0;12;186.3;;1964
ROB;24.12.1963;-4.7;-0.1;-12.3;73;3;4.6;;;;0;0;12;186.3;;1964
ROB;25.12.1963;-3.2;-0.3;-5.4;94.3;4.7;0;;;;5;0.05;12;187.6;;1964
ROB;26.12.1963;-2.4;5.2;-6.9;80.3;4.3;0;;;;5;0.05;12;187.6;;1964
ROB;27.12.1963;4.3;15.3;-5.6;62.3;5;0;;;;4;0.04;12;187.34;;1964
ROB;28.12.1963;1;11.2;-6.9;64;4.2;0;;;;0;0;12;186.3;;1964
ROB;29.12.1963;2.3;12.5;-3.5;59;4.3;0;;;;0;0;12;186.3;;1964
ROB;30.12.1963;1.7;9.8;-2.6;57.3;4;0;;;;0;0;12;186.3;;1964
ROB;31.12.1963;0.2;7.1;-4.1;67.7;4.2;0;;;;0;0;12;186.3;;1964
ROB;01.01.1964;0.6;7;-4.2;64.7;4.2;0;;;;0;0;1;220.3;;1964
ROB;02.01.1964;-0.2;8.5;-5.6;67;4;0;;;;0;0;1;220.3;;1964
ROB;03.01.1964;-3.7;3.2;-8;82;3.8;0;;;;0;0;1;220.3;;1964
ROB;04.01.1964;-4.6;2.5;-9.6;81.3;3.6;0;;;;0;0;1;220.3;;1964
ROB;05.01.1964;-2.6;8.5;-8.5;57.3;2.9;0;;;;0;0;1;220.3;;1964
ROB;06.01.1964;-2.3;8.2;-8.2;55.3;2.8;0;;;;0;0;1;220.3;;1964
ROB;07.01.1964;-2.7;8.6;-9;55.7;2.7;0;;;;0;0;1;220.3;;1964
ROB;08.01.1964;-3.6;5.2;-9.2;59.3;2.7;0;;;;0;0;1;220.3;;1964
ROB;09.01.1964;-3.6;5.3;-8.2;66.3;3.1;0;;;;0;0;1;220.3;;1964
ROB;10.01.1964;-3.7;0.9;-7.5;79.7;3.7;3.6;;;;0;0;1;220.3;;1964
ROB;11.01.1964;-2.7;1.4;-6;94.7;4.8;2.5;;;;9;0.09;1;223.09;;1964
ROB;12.01.1964;0.2;2.5;-3.4;91;5.6;1.5;;;;13;0.13;1;224.33;;1964
ROB;13.01.1964;0.8;1.9;-1.9;93.7;6;0;;;;11;0.11;1;223.71;;1964
ROB;14.01.1964;0.6;5.9;-3.1;82.7;5.3;0;;;;9;0.09;1;223.09;;1964
ROB;15.01.1964;1.8;9.6;-5.1;51.7;3.7;0;;;;7;0.07;1;222.47;;1964
ROB;16.01.1964;-4.5;3.6;-9.6;74.3;3.3;0;;;;5;0.05;1;221.85;;1964
ROB;17.01.1964;-6.7;0.1;-11.3;66;2.6;0;;;;4;0.04;1;221.54;;1964
ROB;18.01.1964;-5.4;5.3;-13;58.7;2.4;0;;;;4;0.04;1;221.54;;1964
ROB;19.01.1964;-6.4;3.7;-13;65.3;2.4;0;;;;4;0.04;1;221.54;;1964
ROB;20.01.1964;-4.8;3.6;-11.8;70;3.1;0;;;;4;0.04;1;221.54;;1964
ROB;21.01.1964;-4.2;5.6;-10.1;63;2.8;0;;;;4;0.04;1;221.54;;1964
ROB;22.01.1964;-2.4;8.5;-7.5;62.3;3.2;0;;;;4;0.04;1;221.54;;1964
ROB;23.01.1964;-1.5;11.3;-6.8;59.7;3.3;0;;;;4;0.04;1;221.54;;1964
ROB;24.01.1964;-2.8;6.6;-11.2;68;3.3;0;;;;4;0.04;1;221.54;;1964
ROB;25.01.1964;-1.1;7.6;-6.4;52.7;3;0;;;;4;0.04;1;221.54;;1964
ROB;26.01.1964;-2.3;8.6;-8.4;64.3;3.4;0;;;;4;0.04;1;221.54;;1964
ROB;27.01.1964;-4.2;3.5;-9;71.3;3.2;0;;;;3;0.03;1;221.23;;1964
ROB;28.01.1964;-3.2;2.2;-10.4;78.7;3.7;0;;;;3;0.03;1;221.23;;1964
ROB;29.01.1964;-3.7;4.4;-9.3;65.7;3.1;0;;;;3;0.03;1;221.23;;1964
ROB;30.01.1964;2.8;8;-9;59.7;4.1;0;;;;3;0.03;1;221.23;;1964
ROB;31.01.1964;0.9;6;-1.4;41.3;2.7;0;;;;0;0;1;220.3;;1964
ROB;01.02.1964;4.6;10.2;-5;49;3.6;0;;;;0;0;2;264.3;;1964
ROB;02.02.1964;9.2;12.1;5.8;35.3;4.2;0;;;;0;0;2;264.3;;1964
ROB;03.02.1964;2.8;12.4;-2.1;55.7;4.1;0;;;;0;0;2;264.3;;1964
ROB;04.02.1964;4.3;11.2;-3;38.7;3.2;0;;;;0;0;2;264.3;;1964
ROB;05.02.1964;2.2;11.8;-3.3;39;2.8;0;;;;0;0;2;264.3;;1964
ROB;06.02.1964;-2.4;-0.4;-4.9;33.3;1.7;0;;;;0;0;2;264.3;;1964
ROB;07.02.1964;-6;0.9;-9.8;39.3;1.6;0;;;;0;0;2;264.3;;1964
ROB;08.02.1964;-2.1;9.1;-10.5;55.3;3;0;;;;0;0;2;264.3;;1964
ROB;09.02.1964;4.9;10;-3.8;36.3;3.1;0;;;;0;0;2;264.3;;1964
ROB;10.02.1964;3.5;6.5;0.8;40.7;3.3;0;;;;0;0;2;264.3;;1964
ROB;11.02.1964;1;4.2;-6.2;51.3;3.1;0;;;;0;0;2;264.3;;1964
ROB;12.02.1964;3;5.3;-1.8;43.3;3.3;0;;;;0;0;2;264.3;;1964
ROB;13.02.1964;0.4;7;-5;48.3;3.2;0;;;;0;0;2;264.3;;1964
ROB;14.02.1964;-0.9;5.5;-7.5;66;3.7;0;;;;0;0;2;264.3;;1964
ROB;15.02.1964;0;2.8;-4;85.7;5.2;0.5;;;;0;0;2;264.3;;1964
ROB;16.02.1964;1;3.7;-4.3;82;5.4;4;;;;1;0.01;2;264.39;;1964
ROB;17.02.1964;0;1.2;-2;94.7;5.9;8.3;;;;7;0.07;2;264.93;;1964
ROB;18.02.1964;-0.8;6.7;-6.3;77;4.5;0;;;;17;0.17;2;265.83;;1964
ROB;19.02.1964;0.4;6.1;-7.2;73;4.5;0;;;;10;0.1;2;265.2;;1964
ROB;20.02.1964;3.2;7.6;-4.5;42.3;3.3;0;;;;6;0.06;2;264.84;;1964
ROB;21.02.1964;-0.5;3.5;-9;61;3.4;0;;;;2;0.02;2;264.48;;1964
ROB;22.02.1964;-3.5;2.6;-6.5;66.7;3.2;0;;;;2;0.02;2;264.48;;1964
ROB;23.02.1964;-2.9;3.9;-9;69.7;3.4;0;;;;2;0.02;2;264.48;;1964
ROB;24.02.1964;-1.6;3.5;-8.6;75.7;4.1;0.5;;;;0;0;2;264.3;;1964
ROB;25.02.1964;0.6;3.9;-1.2;91.3;5.9;0.8;;;;1;0.01;2;264.39;;1964
ROB;26.02.1964;3.3;8.6;-1.4;85.7;6.6;0;;;;0;0;2;264.3;;1964
ROB;27.02.1964;2.1;5.9;0;95.3;6.9;2.6;;;;0;0;2;264.3;;1964
ROB;28.02.1964;4;10.6;-1.2;79;6.4;4.4;;;;0;0;2;264.3;;1964
ROB;29.02.1964;1.7;4.2;-1.6;95;6.5;3.8;;;;0;0;2;264.3;;1964
ROB;01.03.1964;4.7;10;-0.7;47.3;4.2;0;;;;0;0;3;318.3;;1964
ROB;02.03.1964;2.4;7.5;-2;69.3;5.1;0;;;;0;0;3;318.3;;1964
ROB;03.03.1964;1.3;9.5;-3.5;67.3;4.5;0;;;;0;0;3;318.3;;1964
ROB;04.03.1964;3.2;7.8;-3.2;73;5.6;4.2;;;;0;0;3;318.3;;1964
ROB;05.03.1964;0.1;2.5;-1.5;91;5.7;0;;;;1;0.01;3;318.33;;1964
ROB;06.03.1964;-1.2;1;-3;37.7;2.1;0;;;;1;0.01;3;318.33;;1964
ROB;07.03.1964;-3.3;1;-9.5;65.3;3.1;0;;;;0;0;3;318.3;;1964
ROB;08.03.1964;-2.2;2.2;-7.9;63.7;3.3;0.3;;;;0;0;3;318.3;;1964
ROB;09.03.1964;-2.5;-0.6;-3.7;91;4.7;0;;;;1;0.01;3;318.33;;1964
ROB;10.03.1964;-0.1;6.4;-6.2;66.7;4;0;;;;0;0;3;318.3;;1964
ROB;11.03.1964;0.5;7.8;-5.6;54.7;3.4;0;;;;0;0;3;318.3;;1964
ROB;12.03.1964;0.9;5;-3;72.7;4.8;4;;;;0;0;3;318.3;;1964
ROB;13.03.1964;2.4;6.1;-1.5;87.3;6.3;0;;;;3;0.03;3;318.39;;1964
ROB;14.03.1964;4.4;12.4;-1.5;68;5.4;1.4;;;;0;0;3;318.3;;1964
ROB;15.03.1964;4.1;8.2;1.8;92;7.5;0;;;;0;0;3;318.3;;1964
ROB;16.03.1964;6.7;10.6;1;36.3;3.7;0;;;;0;0;3;318.3;;1964
ROB;17.03.1964;1.8;6.5;-0.7;78;5.5;0.4;;;;0;0;3;318.3;;1964
ROB;18.03.1964;0.8;4;-1.6;88;5.6;0;;;;0;0;3;318.3;;1964
ROB;19.03.1964;1.7;5.9;-1.8;83.7;5.8;4.6;;;;0;0;3;318.3;;1964
ROB;20.03.1964;1.5;6.9;-0.9;94;6.4;19.9;;;;0;0;3;318.3;;1964
ROB;21.03.1964;3.4;6.9;-0.9;86.3;6.4;3.5;;;;0;0;3;318.3;;1964
ROB;22.03.1964;6.7;11;-1.5;34.7;3.4;0;;;;0;0;3;318.3;;1964
ROB;23.03.1964;6.9;10.5;0.2;37.7;3.8;0;;;;0;0;3;318.3;;1964
ROB;24.03.1964;3.9;13;-1.5;50.3;4;0;;;;0;0;3;318.3;;1964
ROB;25.03.1964;4.8;9.2;-0.8;74.3;6.5;12.9;;;;0;0;3;318.3;;1964
ROB;26.03.1964;1.9;4;0;91.7;6.7;24.7;;;;0;0;3;318.3;;1964
ROB;27.03.1964;1.2;3;-0.1;95;6.4;20.6;;;;2;0.02;3;318.36;;1964
ROB;28.03.1964;1.6;3.2;-0.1;95.7;6.5;12.6;;;;0;0;3;318.3;;1964
ROB;29.03.1964;2.6;3.9;-0.4;90.7;6.6;6.2;;;;0;0;3;318.3;;1964
ROB;30.03.1964;3.6;5.6;1;86;6.8;7.1;;;;0;0;3;318.3;;1964
ROB;31.03.1964;5.1;7.7;1.6;89.3;7.9;4.2;;;;0;0;3;318.3;;1964
ROB;01.04.1964;6.4;10.1;3.5;80.7;7.7;0;;;;0;0;4;332.3;;1964
ROB;02.04.1964;5.7;9.6;2.9;87;8.3;25.5;;;;0;0;4;332.3;;1964
ROB;03.04.1964;5.2;11.6;0.7;82;7.5;0;;;;0;0;4;332.3;;1964
ROB;04.04.1964;7.4;13;1;65.7;6.5;0;;;;0;0;4;332.3;;1964
ROB;05.04.1964;6.4;13.4;0;74.7;7;1.5;;;;0;0;4;332.3;;1964
ROB;06.04.1964;3.8;6.1;2.6;86.7;7.1;4.5;;;;0;0;4;332.3;;1964
ROB;07.04.1964;4.8;7.1;2.3;66.3;5.6;0;;;;0;0;4;332.3;;1964
ROB;08.04.1964;4.8;7.1;1.1;27;2.3;0;;;;0;0;4;332.3;;1964
ROB;09.04.1964;4.1;13.1;-2.4;60.3;4.8;0;;;;0;0;4;332.3;;1964
ROB;10.04.1964;6.6;15.4;-0.4;65.3;6.3;0;;;;0;0;4;332.3;;1964
ROB;11.04.1964;8;15.8;1;66.7;6.9;0;;;;0;0;4;332.3;;1964
ROB;12.04.1964;8.4;16;1.2;54;5.4;0.1;;;;0;0;4;332.3;;1964
ROB;13.04.1964;6.9;10.2;2.2;83.3;8.5;4.4;;;;0;0;4;332.3;;1964
ROB;14.04.1964;8.7;12.5;2.2;49;5.3;0;;;;0;0;4;332.3;;1964
ROB;15.04.1964;6.1;14.8;0.2;61;5.5;0;;;;0;0;4;332.3;;1964
ROB;16.04.1964;5.8;10.8;0.9;86.7;8;1.6;;;;0;0;4;332.3;;1964
ROB;17.04.1964;10.1;16;3.9;62.7;7.2;0;;;;0;0;4;332.3;;1964
ROB;18.04.1964;11.1;17;4.6;64.7;8.4;0;;;;0;0;4;332.3;;1964
ROB;19.04.1964;8.6;13.8;6.6;83.3;9.5;28.2;;;;0;0;4;332.3;;1964
ROB;20.04.1964;4.8;7.5;3.1;87.7;7.6;32.3;;;;0;0;4;332.3;;1964
ROB;21.04.1964;6.4;10.1;3.2;85;8.2;3.1;;;;0;0;4;332.3;;1964
ROB;22.04.1964;7.4;15.7;-0.3;66;6.3;0;;;;0;0;4;332.3;;1964
ROB;23.04.1964;7.4;12.6;4;71.3;7.5;3.2;;;;0;0;4;332.3;;1964
ROB;24.04.1964;6.2;11.2;2.5;57.3;5.3;0;;;;0;0;4;332.3;;1964
ROB;25.04.1964;8.3;11.5;4.5;36.7;4;0;;;;0;0;4;332.3;;1964
ROB;26.04.1964;7.6;15.3;1.5;35.7;3.7;0;;;;0;0;4;332.3;;1964
ROB;27.04.1964;7.5;16.9;-0.9;59.3;5.8;0;;;;0;0;4;332.3;;1964
ROB;28.04.1964;9.8;17.9;0;64;7.4;0;;;;0;0;4;332.3;;1964
ROB;29.04.1964;11.4;16.6;7.3;71;9.6;1;;;;0;0;4;332.3;;1964
ROB;30.04.1964;11.4;13.6;6.9;34.3;4.6;0;;;;0;0;4;332.3;;1964
ROB;01.05.1964;6.9;14.3;2.4;54;5.1;0;;;;0;0;5;398.3;;1964
ROB;02.05.1964;9.5;17.1;-0.2;60;6.7;0;;;;0;0;5;398.3;;1964
ROB;03.05.1964;11.8;18.2;5.6;66;8.8;0;;;;0;0;5;398.3;;1964
ROB;04.05.1964;13.2;18;6.7;69.3;10.6;0.3;;;;0;0;5;398.3;;1964
ROB;05.05.1964;12;14.8;9.4;39.3;5.6;0;;;;0;0;5;398.3;;1964
ROB;06.05.1964;9.7;18.5;2.3;55.3;6.4;0;;;;0;0;5;398.3;;1964
ROB;07.05.1964;11.8;17.5;4.6;63.7;8.8;0;;;;0;0;5;398.3;;1964
ROB;08.05.1964;14.3;21;6.6;73;11.9;0;;;;0;0;5;398.3;;1964
ROB;09.05.1964;12.2;16;9;80.7;12;12.8;;;;0;0;5;398.3;;1964
ROB;10.05.1964;13.6;18.6;7.9;51;7.2;0;;;;0;0;5;398.3;;1964
ROB;11.05.1964;11.5;19.3;2;67;8.7;0;;;;0;0;5;398.3;;1964
ROB;12.05.1964;12.6;20.8;4.5;76;11;0;;;;0;0;5;398.3;;1964
ROB;13.05.1964;16.1;22.6;6;65.3;11.3;0;;;;0;0;5;398.3;;1964
ROB;14.05.1964;16.1;18.3;8.5;62.3;11.5;0;;;;0;0;5;398.3;;1964
ROB;15.05.1964;14.7;18.9;11.5;32.3;5.4;0;;;;0;0;5;398.3;;1964
ROB;16.05.1964;12.7;19.4;0.6;44.3;5.3;0;;;;0;0;5;398.3;;1964
ROB;17.05.1964;9.7;18.7;2.6;74.7;8.9;0;;;;0;0;5;398.3;;1964
ROB;18.05.1964;11.6;20.6;4.9;75;10.1;0;;;;0;0;5;398.3;;1964
ROB;19.05.1964;16.8;21.2;7.8;51.7;9.3;0;;;;0;0;5;398.3;;1964
ROB;20.05.1964;13.8;19.6;7.4;49.7;7.8;0;;;;0;0;5;398.3;;1964
ROB;21.05.1964;13.9;18.1;9.6;31.7;5;0;;;;0;0;5;398.3;;1964
ROB;22.05.1964;10;16.2;1.7;75.3;9.4;0;;;;0;0;5;398.3;;1964
ROB;23.05.1964;11.1;14;7.8;78.7;10.6;1.3;;;;0;0;5;398.3;;1964
ROB;24.05.1964;11.5;16;7.6;74.3;10.1;0;;;;0;0;5;398.3;;1964
ROB;25.05.1964;10.1;13;3.5;80.7;10;21.1;;;;0;0;5;398.3;;1964
ROB;26.05.1964;11.2;16;4.1;74;9.6;0;;;;0;0;5;398.3;;1964
ROB;27.05.1964;9.9;15;6.1;80;9.9;0.9;;;;0;0;5;398.3;;1964
ROB;28.05.1964;10.7;16.5;7.1;81.7;10.6;2.5;;;;0;0;5;398.3;;1964
ROB;29.05.1964;13.5;19;7.1;58.7;8.9;0;;;;0;0;5;398.3;;1964
ROB;30.05.1964;14.2;20;10.5;71.7;11.5;0;;;;0;0;5;398.3;;1964
ROB;31.05.1964;13.8;21.1;9.5;74.3;11.6;0.5;;;;0;0;5;398.3;;1964
ROB;01.06.1964;12.5;13.6;11.7;85.7;12.6;52;;;;0;0;6;0;;1964
ROB;02.06.1964;11;16.4;8.7;75;9.8;14.2;;;;0;0;6;0;;1964
