station_abbr;reference_timestamp;tre200d0;tre200dx;tre200dn;ure200d0;pva200d0;rre150d0;rka150d0;htoautd0;htoautd0_m;schnee_man;schnee_man_m;monat;pb_man;pb_aut;h_year
ROB;01.11.1960;6;11;-0.5;76;7;9.8;;;;0;0;11;134.3;;1961
ROB;02.11.1960;6.4;10.5;3.5;88;8.5;2.5;;;;0;0;11;134.3;;1961
ROB;03.11.1960;6.3;8;2.5;92;8.8;0;;;;0;0;11;134.3;;1961
ROB;04.11.1960;5.8;7.6;3.4;87.7;8;28.9;;;;0;0;11;134.3;;1961
ROB;05.11.1960;5.1;6.8;2.5;69.7;6.2;2;;;;0;0;11;134.3;;1961
ROB;06.11.1960;0.8;9;-3.5;68;4.3;0;;;;0;0;11;134.3;;1961
ROB;07.11.1960;2.3;7;-3;51;3.7;0;;;;0;0;11;134.3;;1961
ROB;08.11.1960;1.8;6.6;-2.5;58.7;4.1;0;;;;0;0;11;134.3;;1961
ROB;09.11.1960;1;4.5;-3.5;74.3;4.8;0;;;;0;0;11;134.3;;1961
ROB;10.11.1960;0.6;7.2;-3.1;89.3;6;0;;;;0;0;11;134.3;;1961
ROB;11.11.1960;3;8.1;-3;77;5.8;27;;;;0;0;11;134.3;;1961
ROB;12.11.1960;4.7;7;0;93;7.9;7;;;;0;0;11;134.3;;1961
ROB;13.11.1960;2.2;5;0;93;7;9.2;;;;0;0;11;134.3;;1961
ROB;14.11.1960;3.1;9.5;-1.6;52;4;0;;;;0;0;11;134.3;;1961
ROB;15.11.1960;2.7;9.5;-2.2;72.7;5.3;0;;;;0;0;11;134.3;;1961
ROB;16.11.1960;2.4;9.3;-1;54.7;4.2;0;;;;0;0;11;134.3;;1961
ROB;17.11.1960;0.9;4.3;-1.5;72;4.7;0;;;;0;0;11;134.3;;1961
ROB;18.11.1960;2.2;10;-2.8;64;4.3;0;;;;0;0;11;134.3;;1961
ROB;19.11.1960;2;4.3;-1;75.3;4.9;8;;;;0;0;11;134.3;;1961
ROB;20.11.1960;0.8;8.1;-1.7;50.3;3.3;0;;;;3;0.03;11;135.41;;1961
ROB;21.11.1960;-0.1;6;-2.5;68.7;4.1;0;;;;1;0.01;11;134.67;;1961
ROB;22.11.1960;3.3;6;-2;91.3;7;11.9;;;;0;0;11;134.3;;1961
ROB;23.11.1960;4.1;8;2.5;91.7;7.6;0.3;;;;0;0;11;134.3;;1961
ROB;24.11.1960;5.6;11.5;1;49.7;4.6;0;;;;0;0;11;134.3;;1961
ROB;25.11.1960;3.7;10.5;-1.5;68.3;5.3;0;;;;0;0;11;134.3;;1961
ROB;26.11.1960;2.2;9.5;-1.5;76;5.6;0;;;;0;0;11;134.3;;1961
ROB;27.11.1960;2.7;10;-2.3;80.7;6;0;;;;0;0;11;134.3;;1961
ROB;28.11.1960;3;7.5;-1;79.3;6.1;3;;;;0;0;11;134.3;;1961
ROB;29.11.1960;4.7;7;1;28.7;2.5;0;;;;0;0;11;134.3;;1961
ROB;30.11.1960;0;7.5;-3.5;54;3.4;0;;;;0;0;11;134.3;;1961
ROB;01.12.1960;-0.2;8;-4;72.3;4.3;0;;;;0;0;12;186.3;;1961
ROB;02.12.1960;-1.1;5;-5;76.3;4.3;0;;;;0;0;12;186.3;;1961
ROB;03.12.1960;-0.2;7.5;-4.5;72.3;4.3;0;;;;0;0;12;186.3;;1961
ROB;04.12.1960;1.9;6.5;-2.5;70.3;4.9;0;;;;0;0;12;186.3;;1961
ROB;05.12.1960;3;5;-0.1;86.3;6.5;3.8;;;;0;0;12;186.3;;1961
ROB;06.12.1960;2.1;4.5;0;94.3;6.9;37.5;;;;0;0;12;186.3;;1961
ROB;07.12.1960;0.2;1.5;-0.5;98;6.1;18;;;;4;0.04;12;187.34;;1961
ROB;08.12.1960;-0.1;1.5;-6.5;83.7;5.1;0;;;;26;0.26;12;193.06;;1961
ROB;09.12.1960;1.2;3.5;-2.5;94;6.3;2.5;;;;24;0.24;12;192.54;;1961
ROB;10.12.1960;-0.2;2.5;-3;91.3;5.7;0;;;;29;0.29;12;193.84;;1961
ROB;11.12.1960;1.2;5;-2;66.7;4.5;0;;;;29;0.29;12;193.84;;1961
ROB;12.12.1960;-0.5;4;-8;68.3;3.8;0;;;;29;0.29;12;193.84;;1961
ROB;13.12.1960;-3.2;2;-5.5;80.3;4;0;;;;27;0.27;12;193.32;;1961
ROB;14.12.1960;-1.1;4.5;-6.1;75.7;4.2;0;;;;26;0.26;12;193.06;;1961
ROB;15.12.1960;-1.1;2;-3.7;88.3;5.2;6;;;;24;0.24;12;192.54;;1961
ROB;16.12.1960;0.9;3;-5.5;90;5.8;0;;;;23;0.23;12;192.28;;1961
ROB;17.12.1960;0.6;7.5;-3.1;82.7;5.3;0;;;;22;0.22;12;192.02;;1961
ROB;18.12.1960;2.3;5.2;-0.8;93.7;6.8;4;;;;22;0.22;12;192.02;;1961
ROB;19.12.1960;0.2;2;-1;93.3;5.8;5.2;;;;25;0.25;12;192.8;;1961
ROB;20.12.1960;0.2;1;-2.5;93.3;5.7;19.1;;;;22;0.22;12;192.02;;1961
ROB;21.12.1960;-1.7;1;-4;89.7;5;1.3;;;;34;0.34;12;195.14;;1961
ROB;22.12.1960;-3.3;-0.5;-9.3;66;3;0;;;;36;0.36;12;195.66;;1961
ROB;23.12.1960;-6;1.5;-11;55.7;2.3;0;;;;33;0.33;12;194.88;;1961
ROB;24.12.1960;-8.9;-0.1;-13.5;72.3;2.3;0;;;;30;0.3;12;194.1;;1961
ROB;25.12.1960;-5.3;3.5;-13;66.7;2.6;0;;;;29;0.29;12;193.84;;1961
ROB;26.12.1960;-6.4;1;-10;72.3;2.7;0;;;;28;0.28;12;193.58;;1961
ROB;27.12.1960;-1.6;0.5;-9;74.3;4.1;0;;;;27;0.27;12;193.32;;1961
ROB;28.12.1960;-2.8;1.5;-8.5;82.7;4.2;0;;;;25;0.25;12;192.8;;1961
ROB;29.12.1960;0.1;1.7;-11;31.7;2;0;;;;24;0.24;12;192.54;;1961
ROB;30.12.1960;-5.1;2;-9;61.7;2.7;0;;;;23;0.23;12;192.28;;1961
ROB;31.12.1960;-3.1;1.6;-10;70.7;3.6;0;;;;22;0.22;12;192.02;;1961
ROB;01.01.1961;-2.7;-1.5;-6;94.3;4.8;10.9;;;;10;0.1;1;223.4;;1961
ROB;02.01.1961;-4.8;2.5;-10;82.3;3.5;0;;;;30;0.3;1;229.6;;1961
ROB;03.01.1961;-0.3;1.2;-8;93.7;5.5;31.6;;;;30;0.3;1;229.6;;1961
ROB;04.01.1961;-2.5;3.3;-7.4;90.3;5.1;0;;;;50;0.5;1;235.8;;1961
ROB;05.01.1961;-4.7;2.1;-10.6;63.3;2.6;0;;;;40;0.4;1;232.7;;1961
ROB;06.01.1961;-5.4;-1.1;-12;77;3.1;2.4;;;;35;0.35;1;231.15;;1961
ROB;07.01.1961;-1.5;3.5;-10;57.7;2.8;0;;;;40;0.4;1;232.7;;1961
ROB;08.01.1961;-4.8;2;-11.5;72.3;3.1;0;;;;40;0.4;1;232.7;;1961
ROB;09.01.1961;-5.1;2.6;-10.4;73;3.1;0;;;;40;0.4;1;232.7;;1961
ROB;10.01.1961;-3.7;2.3;-11;75.7;3.4;9.8;;;;38;0.38;1;232.08;;1961
ROB;11.01.1961;0.5;1.6;-3.6;95;5.9;2.4;;;;52;0.52;1;236.42;;1961
ROB;12.01.1961;-2.6;6;-6;81;4.2;0;;;;48;0.48;1;235.18;;1961
ROB;13.01.1961;-5.1;3.8;-9.6;73;3.1;0;;;;48;0.48;1;235.18;;1961
ROB;14.01.1961;-4.8;5.5;-9.5;73.7;3.2;0;;;;48;0.48;1;235.18;;1961
ROB;15.01.1961;-3.9;0.6;-9.6;73.3;3.3;0;;;;47;0.47;1;234.87;;1961
ROB;16.01.1961;-4.7;0.6;-10.5;77.3;3.2;0;;;;45;0.45;1;234.25;;1961
ROB;17.01.1961;-5.4;5;-9.5;74.3;3.1;0;;;;45;0.45;1;234.25;;1961
ROB;18.01.1961;-8.4;3.6;-12.4;72;2.4;0;;;;45;0.45;1;234.25;;1961
ROB;19.01.1961;-8.8;0.5;-16.8;77.7;2.4;0;;;;45;0.45;1;234.25;;1961
ROB;20.01.1961;-7.4;-0.6;-13.5;74.3;2.6;0;;;;45;0.45;1;234.25;;1961
ROB;21.01.1961;-7.6;1.2;-12.5;77.3;2.7;0;;;;45;0.45;1;234.25;;1961
ROB;22.01.1961;-7.1;1.2;-12.3;78;2.8;0;;;;45;0.45;1;234.25;;1961
ROB;23.01.1961;-2.2;1.5;-9;73.3;3.7;0;;;;45;0.45;1;234.25;;1961
ROB;24.01.1961;-2.5;2.4;-8;81.3;4;0;;;;45;0.45;1;234.25;;1961
ROB;25.01.1961;-2.1;2;-5;83.3;4.4;0;;;;45;0.45;1;234.25;;1961
ROB;26.01.1961;-3.3;5.5;-9;70;3.3;0;;;;45;0.45;1;234.25;;1961
ROB;27.01.1961;-5.8;3;-11;79.7;3.2;0;;;;45;0.45;1;234.25;;1961
ROB;28.01.1961;-4.8;3.2;-12;71.7;3;0;;;;45;0.45;1;234.25;;1961
ROB;29.01.1961;-1.1;7;-7;56;3.3;0;;;;42;0.42;1;233.32;;1961
ROB;30.01.1961;-2.4;4;-6.6;69.3;3.5;0;;;;42;0.42;1;233.32;;1961
ROB;31.01.1961;-1.3;6.8;-6;74;4.1;8.2;;;;42;0.42;1;233.32;;1961
ROB;01.02.1961;0.2;2.6;-4.5;59.7;3.6;2;;;;52;0.52;2;268.98;;1961
ROB;02.02.1961;-2.4;0.5;-6.2;85.3;4.4;1.5;;;;52;0.52;2;268.98;;1961
ROB;03.02.1961;-0.7;3.4;-3.5;70;4.2;0;;;;42;0.42;2;268.08;;1961
ROB;04.02.1961;-2.2;2.5;-5;58.3;3;7.2;;;;42;0.42;2;268.08;;1961
ROB;05.02.1961;0.9;5.1;-5;59;3.7;0;;;;56;0.56;2;269.34;;1961
ROB;06.02.1961;-2.6;4.5;-8.2;77;3.8;0;;;;52;0.52;2;268.98;;1961
ROB;07.02.1961;0.1;3.6;-9;60;3.4;0;;;;48;0.48;2;268.62;;1961
ROB;08.02.1961;3.3;4.6;-3;41.3;3.1;0;;;;45;0.45;2;268.35;;1961
ROB;09.02.1961;3;9.5;-4.5;60.3;4.3;1.5;;;;42;0.42;2;268.08;;1961
ROB;10.02.1961;5.8;8.4;-1;34.3;2.9;0;;;;40;0.4;2;267.9;;1961
ROB;11.02.1961;4.7;10.3;-5.5;50.3;3.8;1.5;;;;37;0.37;2;267.63;;1961
ROB;12.02.1961;5;8.1;-0.8;58.7;4.6;0;;;;35;0.35;2;267.45;;1961
ROB;13.02.1961;2.4;7.2;-1.3;69.3;5.1;0;;;;33;0.33;2;267.27;;1961
ROB;14.02.1961;2.3;11.8;-2.8;67.7;4.9;0;;;;30;0.3;2;267;;1961
ROB;15.02.1961;2;12;-3.4;70.7;4.9;0;;;;27;0.27;2;266.73;;1961
ROB;16.02.1961;2.6;13.2;-2.5;68.3;4.9;0;;;;25;0.25;2;266.55;;1961
ROB;17.02.1961;1.2;12.5;-4;65.3;4.2;0;;;;23;0.23;2;266.37;;1961
ROB;18.02.1961;2.1;13;-5.5;65.3;4.5;0;;;;22;0.22;2;266.28;;1961
ROB;19.02.1961;4.3;13.4;-4.2;48.3;3.6;0;;;;21;0.21;2;266.19;;1961
ROB;20.02.1961;1.7;8.8;-5.4;61.7;4;4.8;;;;20;0.2;2;266.1;;1961
ROB;21.02.1961;0.4;2.5;-1.2;93.3;5.9;9.5;;;;28;0.28;2;266.82;;1961
ROB;22.02.1961;0.7;5.5;-1.2;93.3;6;2;;;;35;0.35;2;267.45;;1961
ROB;23.02.1961;1.3;5.2;-1.6;84;5.7;0;;;;36;0.36;2;267.54;;1961
ROB;24.02.1961;0.5;10;-4.7;73;4.5;0;;;;30;0.3;2;267;;1961
ROB;25.02.1961;0.8;9;-4.5;73.3;4.7;0;;;;25;0.25;2;266.55;;1961
ROB;26.02.1961;2.2;10.4;-3.5;69.7;4.9;0;;;;20;0.2;2;266.1;;1961
ROB;27.02.1961;4;13.2;-2;69.3;5.5;0;;;;18;0.18;2;265.92;;1961
ROB;28.02.1961;3.7;7;-0.8;65.3;5;0;;;;15;0.15;2;265.65;;1961
ROB;01.03.1961;2.5;6.7;-1;45.3;3.3;0.9;;;;15;0.15;3;318.75;;1961
ROB;02.03.1961;3.4;8.2;-3.4;28;2.2;0;;;;12;0.12;3;318.66;;1961
ROB;03.03.1961;5;7.2;-3.6;42.7;3.8;0;;;;10;0.1;3;318.6;;1961
ROB;04.03.1961;0.3;9;-5;72;4.4;0;;;;5;0.05;3;318.45;;1961
ROB;05.03.1961;0.6;10;-5.3;68.7;4.2;0;;;;0;0;3;318.3;;1961
ROB;06.03.1961;3.4;13;-3.5;63.3;4.7;0;;;;0;0;3;318.3;;1961
ROB;07.03.1961;4.2;14.4;-2;65.3;5.1;0;;;;0;0;3;318.3;;1961
ROB;08.03.1961;4.5;14.2;-1.4;66;5.3;0;;;;0;0;3;318.3;;1961
ROB;09.03.1961;4.9;14.4;-1.5;66.7;5.5;0;;;;0;0;3;318.3;;1961
ROB;10.03.1961;5.1;14;-1.6;62;5.1;0;;;;0;0;3;318.3;;1961
ROB;11.03.1961;6.9;14.5;2.7;51.3;5.2;0;;;;0;0;3;318.3;;1961
ROB;12.03.1961;5.1;15;-1.2;67;5.6;0;;;;0;0;3;318.3;;1961
ROB;13.03.1961;10.4;13;0.5;54.7;6.4;0;;;;0;0;3;318.3;;1961
ROB;14.03.1961;12.6;17.8;5;48;6.3;0;;;;0;0;3;318.3;;1961
ROB;15.03.1961;7.3;17.6;1;48.3;4.7;0;;;;0;0;3;318.3;;1961
ROB;16.03.1961;4.8;15;-1.8;71;6.2;0;;;;0;0;3;318.3;;1961
ROB;17.03.1961;7;18;-1.3;59;5.6;0;;;;0;0;3;318.3;;1961
ROB;18.03.1961;6.9;14;-1.5;75.7;7.2;2.4;;;;0;0;3;318.3;;1961
ROB;19.03.1961;3.4;7.6;1;38.3;3.1;0;;;;0;0;3;318.3;;1961
ROB;20.03.1961;0.7;5.6;-2.6;32.7;2.2;0;;;;0;0;3;318.3;;1961
ROB;21.03.1961;0.9;7.8;-5.5;46;2.9;0;;;;0;0;3;318.3;;1961
ROB;22.03.1961;0.6;2.2;-2.2;33.3;2.1;0;;;;0;0;3;318.3;;1961
ROB;23.03.1961;1.1;10.6;-5.5;53.3;3.5;0;;;;0;0;3;318.3;;1961
ROB;24.03.1961;1.7;11.5;-4.6;64;4.3;0;;;;0;0;3;318.3;;1961
ROB;25.03.1961;3;13.5;-3.6;62.3;4.4;0;;;;0;0;3;318.3;;1961
ROB;26.03.1961;4.2;14;-4;59.3;4.6;0;;;;0;0;3;318.3;;1961
ROB;27.03.1961;7.1;14.5;-1.5;49.7;4.5;0;;;;0;0;3;318.3;;1961
ROB;28.03.1961;4.1;7.4;1.4;30;2.4;0;;;;0;0;3;318.3;;1961
ROB;29.03.1961;4.7;12.5;-4.5;56;4.5;0;;;;0;0;3;318.3;;1961
ROB;30.03.1961;5.3;10;-1.3;69.7;6.1;0;;;;0;0;3;318.3;;1961
ROB;31.03.1961;9;14.2;1;63.7;7;0;;;;0;0;3;318.3;;1961
ROB;01.04.1961;6.8;14.5;0;77.3;7.5;0.4;;;;0;0;4;332.3;;1961
ROB;02.04.1961;5.4;7.4;4;93.3;8.4;8.1;;;;0;0;4;332.3;;1961
ROB;03.04.1961;6.6;11.5;0;81.7;7.7;0;;;;0;0;4;332.3;;1961
ROB;04.04.1961;6.9;12.2;1.2;82.7;8.1;0;;;;0;0;4;332.3;;1961
ROB;05.04.1961;8.6;14;3.1;74;8.2;0;;;;0;0;4;332.3;;1961
ROB;06.04.1961;12;17.5;6.1;68.3;9.3;1;;;;0;0;4;332.3;;1961
ROB;07.04.1961;10;15;6;74.7;9.2;0;;;;0;0;4;332.3;;1961
ROB;08.04.1961;12.6;22.6;4.1;59.7;8.1;0;;;;0;0;4;332.3;;1961
ROB;09.04.1961;11.2;19.5;4.6;59.7;7.5;3.1;;;;0;0;4;332.3;;1961
ROB;10.04.1961;10.6;17.2;6;73.3;9.6;0;;;;0;0;4;332.3;;1961
ROB;11.04.1961;10.4;15.6;6.2;73.3;9.2;0;;;;0;0;4;332.3;;1961
ROB;12.04.1961;9.9;19;2.5;65.7;7.5;0;;;;0;0;4;332.3;;1961
ROB;13.04.1961;10.3;18;4.6;80;9.9;2.5;;;;0;0;4;332.3;;1961
ROB;14.04.1961;8.6;13.5;6.2;86.3;9.8;22;;;;0;0;4;332.3;;1961
ROB;15.04.1961;6.2;10.5;1.5;90.3;8.6;12.2;;;;0;0;4;332.3;;1961
ROB;16.04.1961;6.6;11.3;3.1;76.7;7.4;2.7;;;;0;0;4;332.3;;1961
ROB;17.04.1961;8.3;12.2;3.6;82.7;9;5.1;;;;0;0;4;332.3;;1961
ROB;18.04.1961;8.9;12.4;5.2;72;8.1;0.8;;;;0;0;4;332.3;;1961
ROB;19.04.1961;8.2;16;4.4;66;7.2;0;;;;0;0;4;332.3;;1961
ROB;20.04.1961;9.2;18.2;1.5;67.7;7.3;0;;;;0;0;4;332.3;;1961
ROB;21.04.1961;8.5;10.7;6.4;87.3;9.7;5.3;;;;0;0;4;332.3;;1961
ROB;22.04.1961;7.5;9.9;5.2;88.7;9.4;8.5;;;;0;0;4;332.3;;1961
ROB;23.04.1961;7.6;11.5;4.5;90.7;9.6;1.1;;;;0;0;4;332.3;;1961
ROB;24.04.1961;11.4;14.5;3.4;36.3;5;0;;;;0;0;4;332.3;;1961
ROB;25.04.1961;8.2;14.5;0.5;74;7.8;4.9;;;;0;0;4;332.3;;1961
ROB;26.04.1961;9.3;10.5;5.8;66.3;7.4;1.7;;;;0;0;4;332.3;;1961
ROB;27.04.1961;8.7;16.5;3.8;49.7;5.7;0;;;;0;0;4;332.3;;1961
ROB;28.04.1961;7.9;12.2;1.7;79.3;8.6;4.4;;;;0;0;4;332.3;;1961
ROB;29.04.1961;9.3;14.5;4.2;68.3;7.8;0;;;;0;0;4;332.3;;1961
ROB;30.04.1961;9.9;13;4.4;40;5;0;;;;0;0;4;332.3;;1961
ROB;01.05.1961;9.5;13.6;6.5;37.3;4.5;0;;;;0;0;5;398.3;;1961
ROB;02.05.1961;7.2;15;-0.5;68.3;6.9;0;;;;0;0;5;398.3;;1961
ROB;03.05.1961;10.4;16;1.5;71.3;9;0;;;;0;0;5;398.3;;1961
ROB;04.05.1961;12.1;19.5;3.2;72;9.8;0;;;;0;0;5;398.3;;1961
ROB;05.05.1961;12.8;19.1;5.5;80.3;11.7;0;;;;0;0;5;398.3;;1961
ROB;06.05.1961;11.7;18;8.1;83.7;12.1;6.1;;;;0;0;5;398.3;;1961
ROB;07.05.1961;10;19.5;2.5;73.3;8.6;0;;;;0;0;5;398.3;;1961
ROB;08.05.1961;14.1;18.2;5.2;28.7;4.6;0;;;;0;0;5;398.3;;1961
ROB;09.05.1961;9.3;15.7;3.5;48;5.3;0;;;;0;0;5;398.3;;1961
ROB;10.05.1961;7.9;11.2;5.7;42.7;4.7;0;;;;0;0;5;398.3;;1961
ROB;11.05.1961;6.9;10.1;4.6;40;4.1;0;;;;0;0;5;398.3;;1961
ROB;12.05.1961;8.6;11.8;3.2;41.7;4.7;0;;;;0;0;5;398.3;;1961
ROB;13.05.1961;11.5;18;5.5;46.7;6.3;0;;;;0;0;5;398.3;;1961
ROB;14.05.1961;10.6;18;2.3;72.3;9.1;0;;;;0;0;5;398.3;;1961
ROB;15.05.1961;11.6;18;7.8;79.3;11;6.2;;;;0;0;5;398.3;;1961
ROB;16.05.1961;11.6;17;3.7;54;6.7;0;;;;0;0;5;398.3;;1961
ROB;17.05.1961;10.7;17.5;6.8;50;6.2;0.6;;;;0;0;5;398.3;;1961
ROB;18.05.1961;7.8;11.2;5.7;86.7;9.3;1;;;;0;0;5;398.3;;1961
ROB;19.05.1961;8.8;13.5;4.1;71.3;8.2;0;;;;0;0;5;398.3;;1961
ROB;20.05.1961;9.6;16;3.3;48.7;5.7;0;;;;0;0;5;398.3;;1961
ROB;21.05.1961;8.1;13.6;4;42;4.6;0;;;;0;0;5;398.3;;1961
ROB;22.05.1961;7.6;11.8;4.2;71.7;7.6;0;;;;0;0;5;398.3;;1961
ROB;23.05.1961;8.2;12;2.5;83.7;9.2;7.4;;;;0;0;5;398.3;;1961
ROB;24.05.1961;9.7;17.3;3.5;82.7;9.8;0;;;;0;0;5;398.3;;1961
ROB;25.05.1961;11.8;19.5;6.5;75.7;10.2;2;;;;0;0;5;398.3;;1961
ROB;26.05.1961;11.8;16.6;7.5;80.3;11.2;2.3;;;;0;0;5;398.3;;1961
ROB;27.05.1961;9.9;13;8;91.7;11.5;33.1;;;;0;0;5;398.3;;1961
ROB;28.05.1961;9.9;13.3;4.5;81.3;10;23.4;;;;0;0;5;398.3;;1961
ROB;29.05.1961;5.8;10;1.4;70.3;6.5;4;;;;0;0;5;398.3;;1961
ROB;30.05.1961;6.8;13.1;-2.5;76;7.3;0;;;;0;0;5;398.3;;1961
ROB;31.05.1961;9.3;11.4;4.4;77.3;9.1;10.7;;;;0;0;5;398.3;;1961
ROB;01.06.1961;8;9.7;6.8;93.3;10;22;;;;0;0;6;0;;1961
ROB;02.06.1961;9;14;6;81.7;9.6;1.6;;;;0;0;6;0;;1961
ROB;03.06.1961;12.4;17.5;3.1;57;7.3;0;;;;0;0;6;0;;1961
ROB;04.06.1961;11.1;17.5;6.8;72.7;10;0;;;;0;0;6;0;;1961
ROB;05.06.1961;11.3;18;3.1;77.3;10.2;3.2;;;;0;0;6;0;;1961
ROB;06.06.1961;13.4;20;5.4;74;11;0;;;;0;0;6;0;;1961
ROB;07.06.1961;14.7;21.1;7.7;69.3;11.6;0;;;;0;0;6;0;;1961
ROB;08.06.1961;13.9;21.5;6.8;77.3;11.8;6.5;;;;0;0;6;0;;1961
ROB;09.06.1961;12;15;9.5;90.3;12.7;26.5;;;;0;0;6;0;;1961
ROB;10.06.1961;12.8;17;5.5;51.3;7.1;0;;;;0;0;6;0;;1961
ROB;11.06.1961;10.7;18;4.7;78.7;10;0;;;;0;0;6;0;;1961
ROB;12.06.1961;13.6;19.6;5.8;73;11.2;0;;;;0;0;6;0;;1961
ROB;13.06.1961;11.4;12.6;10.2;92.3;12.6;3.3;;;;0;0;6;0;;1961
ROB;14.06.1961;14;21;5.2;49.3;7.8;0;;;;0;0;6;0;;1961
ROB;15.06.1961;12.4;19.2;5.2;74.7;11.1;0;;;;0;0;6;0;;1961
ROB;16.06.1961;14.2;22;4.5;71.7;11.2;8.2;;;;0;0;6;0;;1961
ROB;17.06.1961;12;17.4;9;81;11.6;0;;;;0;0;6;0;;1961
ROB;18.06.1961;14.3;22.5;5.5;76;12.1;0;;;;0;0;6;0;;1961
ROB;19.06.1961;16.8;25;8;75.3;14.3;0;;;;0;0;6;0;;1961
ROB;20.06.1961;18.7;25.6;10.4;79.3;16.8;0;;;;0;0;6;0;;1961
ROB;21.06.1961;17.8;23.4;14.4;76.3;16.4;3.3;;;;0;0;6;0;;1961
ROB;22.06.1961;15.6;20.7;12;90.3;16.1;6.2;;;;0;0;6;0;;1961
ROB;23.06.1961;17;25;9.5;65.7;12.6;0;;;;0;0;6;0;;1961
ROB;24.06.1961;16.4;25;8.5;78.7;14.6;0;;;;0;0;6;0;;1961
ROB;25.06.1961;17.5;24.5;11;82.3;16.8;0;;;;0;0;6;0;;1961
ROB;26.06.1961;17.5;24.5;10.7;80.3;16.1;1.9;;;;0;0;6;0;;1961
ROB;27.06.1961;13.1;20.2;10.5;90;14.2;13.9;;;;0;0;6;0;;1961
ROB;28.06.1961;15.9;22.8;8.3;56.3;10.2;0;;;;0;0;6;0;;1961
ROB;29.06.1961;16.8;22;9.4;81.7;15.6;0;;;;0;0;6;0;;1961
ROB;30.06.1961;16.7;23;10;84.7;16.2;0;;;;0;0;6;0;;1961
ROB;01.07.1961;18.3;23.5;11.6;85;17.8;0;;;;0;0;7;0;;1961
ROB;02.07.1961;19.1;24;13.2;77.3;17;0;;;;0;0;7;0;;1961
ROB;03.07.1961;17.9;25;12;78.3;16.8;0;;;;0;0;7;0;;1961
ROB;04.07.1961;16.4;23.5;10;75;14.3;0;;;;0;0;7;0;;1961
ROB;05.07.1961;17.4;22;13.5;31;6.2;0;;;;0;0;7;0;;1961
ROB;06.07.1961;14.8;20.6;11.5;59.7;10.2;0;;;;0;0;7;0;;1961
ROB;07.07.1961;14.4;19;7.7;77.3;12.8;0;;;;0;0;7;0;;1961
ROB;08.07.1961;14.5;21;8;61.7;9.8;0;;;;0;0;7;0;;1961
ROB;09.07.1961;16.2;19.3;10;57.7;10.3;0;;;;0;0;7;0;;1961
ROB;10.07.1961;14.9;22.1;5.2;74.3;12.4;0;;;;0;0;7;0;;1961
ROB;11.07.1961;16.7;20.3;10.4;86.3;16.9;6.9;;;;0;0;7;0;;1961
ROB;12.07.1961;12.3;18.7;9.1;82.7;11.9;27.1;;;;0;0;7;0;;1961
ROB;13.07.1961;12.6;18.3;3.8;75;11.1;2.6;;;;0;0;7;0;;1961
ROB;14.07.1961;12.6;18.3;3.8;72.7;10.3;0.3;;;;0;0;7;0;;1961
ROB;15.07.1961;11.2;14.6;8.5;90;12.5;21.8;;;;0;0;7;0;;1961
ROB;16.07.1961;11.5;17;6.5;78.3;10.7;0;;;;0;0;7;0;;1961
ROB;17.07.1961;13.1;19;4.7;61;8.5;0;;;;0;0;7;0;;1961
ROB;18.07.1961;11.5;18;6.7;72.3;9.9;0;;;;0;0;7;0;;1961
ROB;19.07.1961;11.5;14.5;4.3;86;11.8;6.3;;;;0;0;7;0;;1961
ROB;20.07.1961;13.2;20;7.5;71;11.1;0;;;;0;0;7;0;;1961
ROB;21.07.1961;13.2;20;4.5;80.7;12.1;0;;;;0;0;7;0;;1961
ROB;22.07.1961;13.9;17;7.7;76.3;12.3;1.1;;;;0;0;7;0;;1961
ROB;23.07.1961;11.4;19;6.3;80.7;11.1;0;;;;0;0;7;0;;1961
ROB;24.07.1961;12.2;18.5;5;84.3;12;1.2;;;;0;0;7;0;;1961
ROB;25.07.1961;12.9;21.5;6;79;11.6;0;;;;0;0;7;0;;1961
ROB;26.07.1961;13.9;23;6;79.3;12.5;0;;;;0;0;7;0;;1961
ROB;27.07.1961;15.5;27.1;8;78.3;13.8;1.5;;;;0;0;7;0;;1961
ROB;28.07.1961;15.8;20;9.5;84;15.5;6.5;;;;0;0;7;0;;1961
ROB;29.07.1961;15.3;19.3;10.2;34.3;6.2;0;;;;0;0;7;0;;1961
ROB;30.07.1961;13.3;18.2;4.5;48.3;6.7;0;;;;0;0;7;0;;1961
ROB;31.07.1961;12.5;19.9;2.6;77.7;10.8;0;;;;0;0;7;0;;1961
ROB;01.08.1961;15.2;21.8;7.3;78.3;13.1;0;;;;0;0;8;0;;1961
ROB;02.08.1961;17.2;18.9;13;70.3;13;0;;;;0;0;8;0;;1961
ROB;03.08.1961;14.3;20.9;9.6;65;11.2;0;;;;0;0;8;0;;1961
ROB;04.08.1961;13.3;22.5;5.5;79.7;12.2;0;;;;0;0;8;0;;1961
ROB;05.08.1961;16;25;6.5;77;13.5;0;;;;0;0;8;0;;1961
ROB;06.08.1961;16.4;25.2;10;74.3;13.6;0;;;;0;0;8;0;;1961
ROB;07.08.1961;17.2;24;9.2;76;14.5;0;;;;0;0;8;0;;1961
ROB;08.08.1961;18.2;26;10.7;78.7;16;0;;;;0;0;8;0;;1961
ROB;09.08.1961;18.1;25.5;11.6;80.7;16.7;0;;;;0;0;8;0;;1961
ROB;10.08.1961;19;27;12.3;70;14.5;1.3;;;;0;0;8;0;;1961
