Werte_Zug:;;monat;HS_m;h_year
04.12.2014;0;12;0;2015
05.12.2014;0;12;0;2015
06.12.2014;0;12;0;2015
07.12.2014;1;12;0.01;2015
08.12.2014;2;12;0.02;2015
09.12.2014;5;12;0.05;2015
10.12.2014;4;12;0.04;2015
11.12.2014;4;12;0.04;2015
12.12.2014;3;12;0.03;2015
13.12.2014;3;12;0.03;2015
14.12.2014;3;12;0.03;2015
15.12.2014;3;12;0.03;2015
16.12.2014;2;12;0.02;2015
17.12.2014;6;12;0.06;2015
18.12.2014;15;12;0.15;2015
19.12.2014;10;12;0.1;2015
20.12.2014;8;12;0.08;2015
21.12.2014;14;12;0.14;2015
22.12.2014;14;12;0.14;2015
23.12.2014;12;12;0.12;2015
24.12.2014;12;12;0.12;2015
25.12.2014;12;12;0.12;2015
26.12.2014;26;12;0.26;2015
27.12.2014;50;12;0.5;2015
28.12.2014;59;12;0.59;2015
29.12.2014;55;12;0.55;2015
30.12.2014;60;12;0.6;2015
31.12.2014;77;12;0.77;2015
01.01.2015;67;1;0.67;2015
02.01.2015;66;1;0.66;2015
03.01.2015;52;1;0.52;2015
04.01.2015;39;1;0.39;2015
05.01.2015;41;1;0.41;2015
06.01.2015;41;1;0.41;2015
07.01.2015;41;1;0.41;2015
08.01.2015;41;1;0.41;2015
09.01.2015;41;1;0.41;2015
10.01.2015;26;1;0.26;2015
11.01.2015;18;1;0.18;2015
12.01.2015;34;1;0.34;2015
13.01.2015;31;1;0.31;2015
14.01.2015;31;1;0.31;2015
15.01.2015;35;1;0.35;2015
16.01.2015;30;1;0.3;2015
17.01.2015;39;1;0.39;2015
18.01.2015;57;1;0.57;2015
19.01.2015;53;1;0.53;2015
20.01.2015;51;1;0.51;2015
21.01.2015;51;1;0.51;2015
22.01.2015;49;1;0.49;2015
23.01.2015;48;1;0.48;2015
24.01.2015;51;1;0.51;2015
25.01.2015;54;1;0.54;2015
26.01.2015;55;1;0.55;2015
27.01.2015;70;1;0.7;2015
28.01.2015;94;1;0.94;2015
29.01.2015;91;1;0.91;2015
30.01.2015;93;1;0.93;2015
31.01.2015;99;1;0.99;2015
01.02.2015;93;2;0.93;2015
02.02.2015;109;2;1.09;2015
03.02.2015;106;2;1.06;2015
04.02.2015;101;2;1.01;2015
05.02.2015;93;2;0.93;2015
06.02.2015;91;2;0.91;2015
07.02.2015;87;2;0.87;2015
08.02.2015;85;2;0.85;2015
09.02.2015;89;2;0.89;2015
10.02.2015;85;2;0.85;2015
11.02.2015;85;2;0.85;2015
12.02.2015;84;2;0.84;2015
13.02.2015;84;2;0.84;2015
14.02.2015;84;2;0.84;2015
15.02.2015;83;2;0.83;2015
16.02.2015;82;2;0.82;2015
17.02.2015;82;2;0.82;2015
18.02.2015;82;2;0.82;2015
19.02.2015;82;2;0.82;2015
20.02.2015;82;2;0.82;2015
21.02.2015;80;2;0.8;2015
22.02.2015;81;2;0.81;2015
23.02.2015;81;2;0.81;2015
24.02.2015;85;2;0.85;2015
25.02.2015;93;2;0.93;2015
26.02.2015;95;2;0.95;2015
27.02.2015;95;2;0.95;2015
28.02.2015;116;2;1.16;2015
01.03.2015;107;3;1.07;2015
02.03.2015;100;3;1;2015
03.03.2015;105;3;1.05;2015
04.03.2015;116;3;1.16;2015
05.03.2015;124;3;1.24;2015
06.03.2015;123;3;1.23;2015
07.03.2015;115;3;1.15;2015
08.03.2015;110;3;1.1;2015
09.03.2015;108;3;1.08;2015
10.03.2015;105;3;1.05;2015
11.03.2015;103;3;1.03;2015
12.03.2015;101;3;1.01;2015
13.03.2015;100;3;1;2015
14.03.2015;99;3;0.99;2015
15.03.2015;98;3;0.98;2015
16.03.2015;97;3;0.97;2015
17.03.2015;91;3;0.91;2015
18.03.2015;91;3;0.91;2015
19.03.2015;88;3;0.88;2015
20.03.2015;84;3;0.84;2015
21.03.2015;81;3;0.81;2015
22.03.2015;89;3;0.89;2015
23.03.2015;86;3;0.86;2015
24.03.2015;82;3;0.82;2015
25.03.2015;80;3;0.8;2015
26.03.2015;77;3;0.77;2015
27.03.2015;82;3;0.82;2015
28.03.2015;85;3;0.85;2015
29.03.2015;80;3;0.8;2015
30.03.2015;74;3;0.74;2015
31.03.2015;77;3;0.77;2015
01.04.2015;86;4;0.86;2015
02.04.2015;113;4;1.13;2015
03.04.2015;137;4;1.37;2015
04.04.2015;128;4;1.28;2015
05.04.2015;125;4;1.25;2015
06.04.2015;125;4;1.25;2015
07.04.2015;135;4;1.35;2015
08.04.2015;121;4;1.21;2015
09.04.2015;113;4;1.13;2015
10.04.2015;100;4;1;2015
11.04.2015;93;4;0.93;2015
12.04.2015;87;4;0.87;2015
13.04.2015;80;4;0.8;2015
14.04.2015;72;4;0.72;2015
15.04.2015;68;4;0.68;2015
16.04.2015;61;4;0.61;2015
17.04.2015;59;4;0.59;2015
18.04.2015;55;4;0.55;2015
19.04.2015;52;4;0.52;2015
20.04.2015;47;4;0.47;2015
21.04.2015;38;4;0.38;2015
22.04.2015;30;4;0.3;2015
23.04.2015;22;4;0.22;2015
24.04.2015;15;4;0.15;2015
25.04.2015;9;4;0.09;2015
26.04.2015;4;4;0.04;2015
27.04.2015;0;4;0;2015
28.04.2015;0;4;0;2015
29.04.2015;0;4;0;2015
30.04.2015;0;4;0;2015
01.05.2015;0;5;0;2015
02.05.2015;0;5;0;2015
03.05.2015;0;5;0;2015
04.05.2015;0;5;0;2015
05.05.2015;0;5;0;2015
06.05.2015;0;5;0;2015
07.05.2015;0;5;0;2015
08.05.2015;0;5;0;2015
09.05.2015;0;5;0;2015
10.05.2015;0;5;0;2015
11.05.2015;0;5;0;2015
12.05.2015;0;5;0;2015
13.05.2015;0;5;0;2015
14.05.2015;0;5;0;2015
15.05.2015;0;5;0;2015
16.05.2015;0;5;0;2015
17.05.2015;0;5;0;2015
18.05.2015;0;5;0;2015
19.05.2015;0;5;0;2015
20.05.2015;0;5;0;2015
21.05.2015;5;5;0.05;2015
22.05.2015;0;5;0;2015
23.05.2015;0;5;0;2015
24.05.2015;0;5;0;2015
25.05.2015;0;5;0;2015
26.05.2015;0;5;0;2015
27.05.2015;0;5;0;2015
28.05.2015;0;5;0;2015
29.05.2015;0;5;0;2015
30.05.2015;0;5;0;2015
31.05.2015;0;5;0;2015
01.06.2015;0;6;0;2015
02.06.2015;0;6;0;2015
03.06.2015;0;6;0;2015
04.06.2015;0;6;0;2015
05.06.2015;0;6;0;2015
06.06.2015;0;6;0;2015
07.06.2015;0;6;0;2015
08.06.2015;0;6;0;2015
09.06.2015;0;6;0;2015
10.06.2015;0;6;0;2015
11.06.2015;0;6;0;2015
12.06.2015;0;6;0;2015
13.06.2015;0;6;0;2015
14.06.2015;0;6;0;2015
15.06.2015;0;6;0;2015
16.06.2015;0;6;0;2015
17.06.2015;0;6;0;2015
18.06.2015;0;6;0;2015
19.06.2015;0;6;0;2015
20.06.2015;0;6;0;2015
21.06.2015;0;6;0;2015
22.06.2015;0;6;0;2015
23.06.2015;0;6;0;2015
24.06.2015;0;6;0;2015
25.06.2015;0;6;0;2015
26.06.2015;0;6;0;2015
27.06.2015;0;6;0;2015
28.06.2015;0;6;0;2015
29.06.2015;0;6;0;2015
30.06.2015;0;6;0;2015
01.07.2015;0;7;0;2015
02.07.2015;0;7;0;2015
03.07.2015;0;7;0;2015
04.07.2015;0;7;0;2015
05.07.2015;0;7;0;2015
06.07.2015;0;7;0;2015
07.07.2015;0;7;0;2015
08.07.2015;0;7;0;2015
09.07.2015;0;7;0;2015
10.07.2015;0;7;0;2015
11.07.2015;0;7;0;2015
12.07.2015;0;7;0;2015
13.07.2015;0;7;0;2015
14.07.2015;0;7;0;2015
15.07.2015;0;7;0;2015
16.07.2015;0;7;0;2015
17.07.2015;0;7;0;2015
18.07.2015;0;7;0;2015
19.07.2015;0;7;0;2015
20.07.2015;0;7;0;2015
21.07.2015;0;7;0;2015
22.07.2015;0;7;0;2015
23.07.2015;0;7;0;2015
24.07.2015;0;7;0;2015
25.07.2015;0;7;0;2015
26.07.2015;0;7;0;2015
27.07.2015;0;7;0;2015
28.07.2015;0;7;0;2015
29.07.2015;0;7;0;2015
30.07.2015;0;7;0;2015
31.07.2015;0;7;0;2015
01.08.2015;0;8;0;2015
02.08.2015;0;8;0;2015
03.08.2015;0;8;0;2015
04.08.2015;0;8;0;2015
05.08.2015;0;8;0;2015
06.08.2015;0;8;0;2015
07.08.2015;0;8;0;2015
08.08.2015;0;8;0;2015
09.08.2015;0;8;0;2015
10.08.2015;0;8;0;2015
11.08.2015;0;8;0;2015
12.08.2015;0;8;0;2015
13.08.2015;0;8;0;2015
14.08.2015;0;8;0;2015
15.08.2015;0;8;0;2015
16.08.2015;0;8;0;2015
17.08.2015;0;8;0;2015
18.08.2015;0;8;0;2015
19.08.2015;0;8;0;2015
20.08.2015;0;8;0;2015
21.08.2015;0;8;0;2015
22.08.2015;0;8;0;2015
23.08.2015;0;8;0;2015
24.08.2015;0;8;0;2015
25.08.2015;0;8;0;2015
26.08.2015;0;8;0;2015
27.08.2015;0;8;0;2015
28.08.2015;0;8;0;2015
29.08.2015;0;8;0;2015
30.08.2015;0;8;0;2015
31.08.2015;0;8;0;2015
01.09.2015;0;9;0;2015
02.09.2015;0;9;0;2015
03.09.2015;0;9;0;2015
04.09.2015;0;9;0;2015
05.09.2015;0;9;0;2015
06.09.2015;0;9;0;2015
07.09.2015;0;9;0;2015
08.09.2015;0;9;0;2015
09.09.2015;0;9;0;2015
10.09.2015;0;9;0;2015
11.09.2015;0;9;0;2015
12.09.2015;0;9;0;2015
13.09.2015;0;9;0;2015
14.09.2015;0;9;0;2015
15.09.2015;0;9;0;2015
16.09.2015;0;9;0;2015
17.09.2015;0;9;0;2015
18.09.2015;0;9;0;2015
19.09.2015;0;9;0;2015
20.09.2015;0;9;0;2015
21.09.2015;0;9;0;2015
22.09.2015;0;9;0;2015
23.09.2015;0;9;0;2015
24.09.2015;0;9;0;2015
25.09.2015;0;9;0;2015
26.09.2015;0;9;0;2015
27.09.2015;0;9;0;2015
28.09.2015;0;9;0;2015
29.09.2015;0;9;0;2015
30.09.2015;0;9;0;2015
01.10.2015;0;10;0;2016
02.10.2015;0;10;0;2016
03.10.2015;0;10;0;2016
04.10.2015;0;10;0;2016
05.10.2015;0;10;0;2016
06.10.2015;0;10;0;2016
07.10.2015;0;10;0;2016
08.10.2015;0;10;0;2016
09.10.2015;0;10;0;2016
10.10.2015;0;10;0;2016
11.10.2015;0;10;0;2016
12.10.2015;0;10;0;2016
13.10.2015;0;10;0;2016
14.10.2015;18;10;0.18;2016
15.10.2015;16;10;0.16;2016
16.10.2015;16;10;0.16;2016
17.10.2015;5;10;0.05;2016
18.10.2015;0;10;0;2016
19.10.2015;3;10;0.03;2016
20.10.2015;3;10;0.03;2016
21.10.2015;0;10;0;2016
22.10.2015;0;10;0;2016
23.10.2015;0;10;0;2016
24.10.2015;0;10;0;2016
25.10.2015;0;10;0;2016
26.10.2015;0;10;0;2016
27.10.2015;0;10;0;2016
28.10.2015;0;10;0;2016
29.10.2015;0;10;0;2016
30.10.2015;0;10;0;2016
31.10.2015;0;10;0;2016
01.11.2015;0;11;0;2016
02.11.2015;0;11;0;2016
03.11.2015;0;11;0;2016
04.11.2015;0;11;0;2016
05.11.2015;0;11;0;2016
06.11.2015;0;11;0;2016
07.11.2015;0;11;0;2016
08.11.2015;0;11;0;2016
09.11.2015;0;11;0;2016
10.11.2015;0;11;0;2016
11.11.2015;0;11;0;2016
12.11.2015;0;11;0;2016
13.11.2015;0;11;0;2016
14.11.2015;0;11;0;2016
15.11.2015;0;11;0;2016
16.11.2015;0;11;0;2016
17.11.2015;0;11;0;2016
18.11.2015;0;11;0;2016
19.11.2015;0;11;0;2016
20.11.2015;0;11;0;2016
21.11.2015;8;11;0.08;2016
22.11.2015;27;11;0.27;2016
23.11.2015;21;11;0.21;2016
24.11.2015;17;11;0.17;2016
25.11.2015;15;11;0.15;2016
26.11.2015;33;11;0.33;2016
27.11.2015;29;11;0.29;2016
28.11.2015;25;11;0.25;2016
29.11.2015;28;11;0.28;2016
30.11.2015;21;11;0.21;2016
01.12.2015;16;12;0.16;2016
02.12.2015;15;12;0.15;2016
03.12.2015;12;12;0.12;2016
04.12.2015;12;12;0.12;2016
05.12.2015;13;12;0.13;2016
06.12.2015;13;12;0.13;2016
07.12.2015;13;12;0.13;2016
08.12.2015;13;12;0.13;2016
09.12.2015;13;12;0.13;2016
10.12.2015;20;12;0.2;2016
11.12.2015;19;12;0.19;2016
12.12.2015;19;12;0.19;2016
13.12.2015;19;12;0.19;2016
14.12.2015;19;12;0.19;2016
15.12.2015;19;12;0.19;2016
16.12.2015;18;12;0.18;2016
17.12.2015;16;12;0.16;2016
18.12.2015;15;12;0.15;2016
19.12.2015;15;12;0.15;2016
20.12.2015;15;12;0.15;2016
21.12.2015;15;12;0.15;2016
22.12.2015;15;12;0.15;2016
23.12.2015;15;12;0.15;2016
24.12.2015;15;12;0.15;2016
25.12.2015;15;12;0.15;2016
26.12.2015;15;12;0.15;2016
27.12.2015;15;12;0.15;2016
28.12.2015;15;12;0.15;2016
29.12.2015;15;12;0.15;2016
30.12.2015;15;12;0.15;2016
31.12.2015;15;12;0.15;2016
01.01.2016;17;1;0.17;2016
02.01.2016;17;1;0.17;2016
03.01.2016;42;1;0.42;2016
04.01.2016;41;1;0.41;2016
05.01.2016;47;1;0.47;2016
06.01.2016;50;1;0.5;2016
07.01.2016;48;1;0.48;2016
08.01.2016;50;1;0.5;2016
09.01.2016;49;1;0.49;2016
10.01.2016;44;1;0.44;2016
11.01.2016;44;1;0.44;2016
12.01.2016;56;1;0.56;2016
13.01.2016;85;1;0.85;2016
14.01.2016;91;1;0.91;2016
15.01.2016;96;1;0.96;2016
16.01.2016;106;1;1.06;2016
17.01.2016;120;1;1.2;2016
18.01.2016;121;1;1.21;2016
19.01.2016;115;1;1.15;2016
20.01.2016;130;1;1.3;2016
21.01.2016;118;1;1.18;2016
22.01.2016;115;1;1.15;2016
23.01.2016;111;1;1.11;2016
24.01.2016;108;1;1.08;2016
25.01.2016;105;1;1.05;2016
26.01.2016;104;1;1.04;2016
27.01.2016;103;1;1.03;2016
28.01.2016;101;1;1.01;2016
29.01.2016;97;1;0.97;2016
30.01.2016;94;1;0.94;2016
31.01.2016;100;1;1;2016
01.02.2016;89;2;0.89;2016
02.02.2016;85;2;0.85;2016
03.02.2016;84;2;0.84;2016
04.02.2016;105;2;1.05;2016
05.02.2016;122;2;1.22;2016
06.02.2016;116;2;1.16;2016
07.02.2016;110;2;1.1;2016
08.02.2016;116;2;1.16;2016
09.02.2016;110;2;1.1;2016
10.02.2016;135;2;1.35;2016
11.02.2016;136;2;1.36;2016
12.02.2016;131;2;1.31;2016
13.02.2016;136;2;1.36;2016
14.02.2016;130;2;1.3;2016
15.02.2016;140;2;1.4;2016
16.02.2016;145;2;1.45;2016
17.02.2016;138;2;1.38;2016
18.02.2016;134;2;1.34;2016
19.02.2016;133;2;1.33;2016
20.02.2016;135;2;1.35;2016
21.02.2016;126;2;1.26;2016
22.02.2016;120;2;1.2;2016
23.02.2016;115;2;1.15;2016
24.02.2016;127;2;1.27;2016
25.02.2016;121;2;1.21;2016
26.02.2016;126;2;1.26;2016
27.02.2016;126;2;1.26;2016
28.02.2016;120;2;1.2;2016
29.02.2016;116;2;1.16;2016
01.03.2016;135;3;1.35;2016
02.03.2016;134;3;1.34;2016
03.03.2016;142;3;1.42;2016
04.03.2016;151;3;1.51;2016
05.03.2016;141;3;1.41;2016
06.03.2016;161;3;1.61;2016
07.03.2016;156;3;1.56;2016
08.03.2016;150;3;1.5;2016
09.03.2016;148;3;1.48;2016
10.03.2016;142;3;1.42;2016
11.03.2016;140;3;1.4;2016
12.03.2016;139;3;1.39;2016
13.03.2016;137;3;1.37;2016
14.03.2016;136;3;1.36;2016
15.03.2016;135;3;1.35;2016
16.03.2016;138;3;1.38;2016
17.03.2016;137;3;1.37;2016
18.03.2016;135;3;1.35;2016
19.03.2016;133;3;1.33;2016
20.03.2016;130;3;1.3;2016
21.03.2016;126;3;1.26;2016
22.03.2016;124;3;1.24;2016
23.03.2016;122;3;1.22;2016
24.03.2016;124;3;1.24;2016
25.03.2016;121;3;1.21;2016
26.03.2016;147;3;1.47;2016
27.03.2016;131;3;1.31;2016
28.03.2016;130;3;1.3;2016
29.03.2016;124;3;1.24;2016
30.03.2016;119;3;1.19;2016
31.03.2016;113;3;1.13;2016
01.04.2016;105;4;1.05;2016
02.04.2016;99;4;0.99;2016
03.04.2016;94;4;0.94;2016
04.04.2016;88;4;0.88;2016
05.04.2016;84;4;0.84;2016
06.04.2016;80;4;0.8;2016
07.04.2016;77;4;0.77;2016
08.04.2016;80;4;0.8;2016
09.04.2016;77;4;0.77;2016
10.04.2016;75;4;0.75;2016
11.04.2016;69;4;0.69;2016
12.04.2016;63;4;0.63;2016
13.04.2016;57;4;0.57;2016
14.04.2016;62;4;0.62;2016
15.04.2016;55;4;0.55;2016
16.04.2016;51;4;0.51;2016
17.04.2016;45;4;0.45;2016
18.04.2016;65;4;0.65;2016
19.04.2016;57;4;0.57;2016
20.04.2016;44;4;0.44;2016
21.04.2016;43;4;0.43;2016
22.04.2016;37;4;0.37;2016
23.04.2016;32;4;0.32;2016
24.04.2016;35;4;0.35;2016
25.04.2016;55;4;0.55;2016
26.04.2016;58;4;0.58;2016
27.04.2016;77;4;0.77;2016
28.04.2016;65;4;0.65;2016
29.04.2016;60;4;0.6;2016
30.04.2016;46;4;0.46;2016
01.05.2016;41;5;0.41;2016
02.05.2016;47;5;0.47;2016
03.05.2016;40;5;0.4;2016
04.05.2016;45;5;0.45;2016
05.05.2016;36;5;0.36;2016
06.05.2016;30;5;0.3;2016
07.05.2016;20;5;0.2;2016
08.05.2016;12;5;0.12;2016
09.05.2016;7;5;0.07;2016
10.05.2016;0;5;0;2016
11.05.2016;0;5;0;2016
12.05.2016;0;5;0;2016
13.05.2016;0;5;0;2016
14.05.2016;0;5;0;2016
15.05.2016;0;5;0;2016
16.05.2016;0;5;0;2016
17.05.2016;10;5;0.1;2016
18.05.2016;0;5;0;2016
19.05.2016;0;5;0;2016
20.05.2016;0;5;0;2016
21.05.2016;0;5;0;2016
22.05.2016;0;5;0;2016
23.05.2016;0;5;0;2016
24.05.2016;3;5;0.03;2016
25.05.2016;0;5;0;2016
26.05.2016;0;5;0;2016
27.05.2016;0;5;0;2016
28.05.2016;0;5;0;2016
29.05.2016;0;5;0;2016
30.05.2016;0;5;0;2016
31.05.2016;0;5;0;2016
01.06.2016;0;6;0;2016
02.06.2016;0;6;0;2016
03.06.2016;0;6;0;2016
04.06.2016;0;6;0;2016
05.06.2016;0;6;0;2016
06.06.2016;0;6;0;2016
07.06.2016;0;6;0;2016
08.06.2016;0;6;0;2016
09.06.2016;0;6;0;2016
10.06.2016;0;6;0;2016
11.06.2016;0;6;0;2016
12.06.2016;0;6;0;2016
13.06.2016;0;6;0;2016
14.06.2016;0;6;0;2016
15.06.2016;0;6;0;2016
16.06.2016;0;6;0;2016
17.06.2016;0;6;0;2016
18.06.2016;0;6;0;2016
19.06.2016;0;6;0;2016
20.06.2016;0;6;0;2016
21.06.2016;0;6;0;2016
22.06.2016;0;6;0;2016
23.06.2016;0;6;0;2016
24.06.2016;0;6;0;2016
25.06.2016;0;6;0;2016
26.06.2016;0;6;0;2016
27.06.2016;0;6;0;2016
28.06.2016;0;6;0;2016
29.06.2016;0;6;0;2016
30.06.2016;0;6;0;2016
01.07.2016;0;7;0;2016
02.07.2016;0;7;0;2016
03.07.2016;0;7;0;2016
04.07.2016;0;7;0;2016
05.07.2016;0;7;0;2016
06.07.2016;0;7;0;2016
07.07.2016;0;7;0;2016
08.07.2016;0;7;0;2016
09.07.2016;0;7;0;2016
10.07.2016;0;7;0;2016
11.07.2016;0;7;0;2016
12.07.2016;0;7;0;2016
13.07.2016;0;7;0;2016
14.07.2016;0;7;0;2016
15.07.2016;0;7;0;2016
16.07.2016;0;7;0;2016
17.07.2016;0;7;0;2016
18.07.2016;0;7;0;2016
19.07.2016;0;7;0;2016
20.07.2016;0;7;0;2016
21.07.2016;0;7;0;2016
22.07.2016;0;7;0;2016
23.07.2016;0;7;0;2016
24.07.2016;0;7;0;2016
25.07.2016;0;7;0;2016
26.07.2016;0;7;0;2016
27.07.2016;0;7;0;2016
28.07.2016;0;7;0;2016
29.07.2016;0;7;0;2016
30.07.2016;0;7;0;2016
31.07.2016;0;7;0;2016
01.08.2016;0;8;0;2016
02.08.2016;0;8;0;2016
03.08.2016;0;8;0;2016
04.08.2016;0;8;0;2016
05.08.2016;0;8;0;2016
06.08.2016;0;8;0;2016
07.08.2016;0;8;0;2016
08.08.2016;0;8;0;2016
09.08.2016;0;8;0;2016
10.08.2016;0;8;0;2016
11.08.2016;0;8;0;2016
12.08.2016;0;8;0;2016
13.08.2016;0;8;0;2016
14.08.2016;0;8;0;2016
15.08.2016;0;8;0;2016
16.08.2016;0;8;0;2016
17.08.2016;0;8;0;2016
18.08.2016;0;8;0;2016
19.08.2016;0;8;0;2016
20.08.2016;0;8;0;2016
21.08.2016;0;8;0;2016
22.08.2016;0;8;0;2016
23.08.2016;0;8;0;2016
24.08.2016;0;8;0;2016
25.08.2016;0;8;0;2016
26.08.2016;0;8;0;2016
27.08.2016;0;8;0;2016
28.08.2016;0;8;0;2016
29.08.2016;0;8;0;2016
30.08.2016;0;8;0;2016
31.08.2016;0;8;0;2016
01.09.2016;0;9;0;2016
02.09.2016;0;9;0;2016
03.09.2016;0;9;0;2016
04.09.2016;0;9;0;2016
05.09.2016;0;9;0;2016
06.09.2016;0;9;0;2016
07.09.2016;0;9;0;2016
08.09.2016;0;9;0;2016
09.09.2016;0;9;0;2016
10.09.2016;0;9;0;2016
11.09.2016;0;9;0;2016
12.09.2016;0;9;0;2016
13.09.2016;0;9;0;2016
14.09.2016;0;9;0;2016
15.09.2016;0;9;0;2016
16.09.2016;0;9;0;2016
17.09.2016;0;9;0;2016
18.09.2016;0;9;0;2016
19.09.2016;0;9;0;2016
20.09.2016;0;9;0;2016
21.09.2016;0;9;0;2016
22.09.2016;0;9;0;2016
23.09.2016;0;9;0;2016
24.09.2016;0;9;0;2016
25.09.2016;0;9;0;2016
26.09.2016;0;9;0;2016
27.09.2016;0;9;0;2016
28.09.2016;0;9;0;2016
29.09.2016;0;9;0;2016
30.09.2016;0;9;0;2016
01.10.2016;0;10;0;2017
02.10.2016;0;10;0;2017
03.10.2016;0;10;0;2017
04.10.2016;0;10;0;2017
05.10.2016;0;10;0;2017
06.10.2016;0;10;0;2017
07.10.2016;0;10;0;2017
08.10.2016;0;10;0;2017
09.10.2016;0;10;0;2017
10.10.2016;1;10;0.01;2017
11.10.2016;5;10;0.05;2017
12.10.2016;1;10;0.01;2017
13.10.2016;0;10;0;2017
14.10.2016;0;10;0;2017
15.10.2016;0;10;0;2017
16.10.2016;0;10;0;2017
17.10.2016;0;10;0;2017
18.10.2016;0;10;0;2017
19.10.2016;0;10;0;2017
20.10.2016;0;10;0;2017
21.10.2016;0;10;0;2017
22.10.2016;0;10;0;2017
23.10.2016;0;10;0;2017
24.10.2016;0;10;0;2017
25.10.2016;0;10;0;2017
26.10.2016;0;10;0;2017
27.10.2016;0;10;0;2017
28.10.2016;0;10;0;2017
29.10.2016;0;10;0;2017
30.10.2016;0;10;0;2017
31.10.2016;0;10;0;2017
01.11.2016;0;11;0;2017
02.11.2016;0;11;0;2017
03.11.2016;0;11;0;2017
04.11.2016;0;11;0;2017
05.11.2016;0;11;0;2017
06.11.2016;3;11;0.03;2017
07.11.2016;24;11;0.24;2017
08.11.2016;18;11;0.18;2017
09.11.2016;18;11;0.18;2017
10.11.2016;32;11;0.32;2017
11.11.2016;53;11;0.53;2017
12.11.2016;65;11;0.65;2017
13.11.2016;55;11;0.55;2017
14.11.2016;46;11;0.46;2017
15.11.2016;44;11;0.44;2017
16.11.2016;35;11;0.35;2017
17.11.2016;25;11;0.25;2017
18.11.2016;22;11;0.22;2017
19.11.2016;17;11;0.17;2017
20.11.2016;28;11;0.28;2017
21.11.2016;20;11;0.2;2017
22.11.2016;12;11;0.12;2017
23.11.2016;9;11;0.09;2017
24.11.2016;8;11;0.08;2017
25.11.2016;6;11;0.06;2017
26.11.2016;5;11;0.05;2017
27.11.2016;5;11;0.05;2017
28.11.2016;6;11;0.06;2017
29.11.2016;6;11;0.06;2017
30.11.2016;6;11;0.06;2017
01.12.2016;6;12;0.06;2017
02.12.2016;6;12;0.06;2017
03.12.2016;6;12;0.06;2017
04.12.2016;6;12;0.06;2017
05.12.2016;6;12;0.06;2017
06.12.2016;6;12;0.06;2017
07.12.2016;6;12;0.06;2017
08.12.2016;6;12;0.06;2017
09.12.2016;6;12;0.06;2017
10.12.2016;6;12;0.06;2017
11.12.2016;6;12;0.06;2017
12.12.2016;6;12;0.06;2017
13.12.2016;6;12;0.06;2017
14.12.2016;6;12;0.06;2017
15.12.2016;6;12;0.06;2017
16.12.2016;6;12;0.06;2017
17.12.2016;6;12;0.06;2017
18.12.2016;6;12;0.06;2017
19.12.2016;7;12;0.07;2017
20.12.2016;7;12;0.07;2017
21.12.2016;7;12;0.07;2017
22.12.2016;7;12;0.07;2017
23.12.2016;7;12;0.07;2017
24.12.2016;7;12;0.07;2017
25.12.2016;6;12;0.06;2017
26.12.2016;6;12;0.06;2017
27.12.2016;6;12;0.06;2017
28.12.2016;6;12;0.06;2017
29.12.2016;6;12;0.06;2017
30.12.2016;6;12;0.06;2017
31.12.2016;6;12;0.06;2017
01.01.2017;5;1;0.05;2017
02.01.2017;5;1;0.05;2017
03.01.2017;11;1;0.11;2017
04.01.2017;11;1;0.11;2017
05.01.2017;60;1;0.6;2017
06.01.2017;55;1;0.55;2017
07.01.2017;53;1;0.53;2017
08.01.2017;58;1;0.58;2017
09.01.2017;53;1;0.53;2017
10.01.2017;52;1;0.52;2017
11.01.2017;48;1;0.48;2017
12.01.2017;55;1;0.55;2017
13.01.2017;70;1;0.7;2017
14.01.2017;104;1;1.04;2017
15.01.2017;104;1;1.04;2017
16.01.2017;100;1;1;2017
17.01.2017;95;1;0.95;2017
18.01.2017;90;1;0.9;2017
19.01.2017;89;1;0.89;2017
20.01.2017;85;1;0.85;2017
21.01.2017;85;1;0.85;2017
22.01.2017;83;1;0.83;2017
23.01.2017;82;1;0.82;2017
24.01.2017;81;1;0.81;2017
25.01.2017;78;1;0.78;2017
26.01.2017;77;1;0.77;2017
27.01.2017;76;1;0.76;2017
28.01.2017;76;1;0.76;2017
29.01.2017;76;1;0.76;2017
30.01.2017;75;1;0.75;2017
31.01.2017;77;1;0.77;2017
01.02.2017;77;2;0.77;2017
02.02.2017;76;2;0.76;2017
03.02.2017;75;2;0.75;2017
04.02.2017;73;2;0.73;2017
05.02.2017;75;2;0.75;2017
06.02.2017;93;2;0.93;2017
07.02.2017;90;2;0.9;2017
08.02.2017;87;2;0.87;2017
09.02.2017;86;2;0.86;2017
10.02.2017;85;2;0.85;2017
11.02.2017;85;2;0.85;2017
12.02.2017;83;2;0.83;2017
13.02.2017;83;2;0.83;2017
14.02.2017;82;2;0.82;2017
15.02.2017;82;2;0.82;2017
16.02.2017;82;2;0.82;2017
17.02.2017;83;2;0.83;2017
18.02.2017;103;2;1.03;2017
19.02.2017;97;2;0.97;2017
20.02.2017;97;2;0.97;2017
21.02.2017;92;2;0.92;2017
22.02.2017;83;2;0.83;2017
23.02.2017;75;2;0.75;2017
24.02.2017;85;2;0.85;2017
25.02.2017;90;2;0.9;2017
26.02.2017;85;2;0.85;2017
27.02.2017;80;2;0.8;2017
28.02.2017;80;2;0.8;2017
01.03.2017;97;3;0.97;2017
