Werte_Lech:;HS_cm;monat;HS_m;h_year
02.09.1970;0;9;0;1970
03.09.1970;0;9;0;1970
04.09.1970;0;9;0;1970
05.09.1970;0;9;0;1970
06.09.1970;0;9;0;1970
07.09.1970;0;9;0;1970
08.09.1970;0;9;0;1970
09.09.1970;0;9;0;1970
10.09.1970;0;9;0;1970
11.09.1970;0;9;0;1970
12.09.1970;0;9;0;1970
13.09.1970;0;9;0;1970
14.09.1970;0;9;0;1970
15.09.1970;0;9;0;1970
16.09.1970;0;9;0;1970
17.09.1970;0;9;0;1970
18.09.1970;0;9;0;1970
19.09.1970;0;9;0;1970
20.09.1970;0;9;0;1970
21.09.1970;0;9;0;1970
22.09.1970;0;9;0;1970
23.09.1970;0;9;0;1970
24.09.1970;0;9;0;1970
25.09.1970;0;9;0;1970
26.09.1970;0;9;0;1970
27.09.1970;0;9;0;1970
28.09.1970;0;9;0;1970
29.09.1970;0;9;0;1970
30.09.1970;0;9;0;1970
01.10.1970;0;10;0;1970
02.10.1970;0;10;0;1971
03.10.1970;11;10;0.11;1971
04.10.1970;55;10;0.55;1971
05.10.1970;40;10;0.4;1971
06.10.1970;24;10;0.24;1971
07.10.1970;16;10;0.16;1971
08.10.1970;7;10;0.07;1971
09.10.1970;0;10;0;1971
10.10.1970;0;10;0;1971
11.10.1970;0;10;0;1971
12.10.1970;0;10;0;1971
13.10.1970;0;10;0;1971
14.10.1970;0;10;0;1971
15.10.1970;0;10;0;1971
16.10.1970;0;10;0;1971
17.10.1970;0;10;0;1971
18.10.1970;0;10;0;1971
19.10.1970;0;10;0;1971
20.10.1970;0;10;0;1971
21.10.1970;34;10;0.34;1971
22.10.1970;40;10;0.4;1971
23.10.1970;65;10;0.65;1971
24.10.1970;73;10;0.73;1971
25.10.1970;62;10;0.62;1971
26.10.1970;51;10;0.51;1971
27.10.1970;42;10;0.42;1971
28.10.1970;35;10;0.35;1971
29.10.1970;30;10;0.3;1971
30.10.1970;22;10;0.22;1971
31.10.1970;20;10;0.2;1971
01.11.1970;20;11;0.2;1971
02.11.1970;20;11;0.2;1971
03.11.1970;15;11;0.15;1971
04.11.1970;10;11;0.1;1971
05.11.1970;8;11;0.08;1971
06.11.1970;0;11;0;1971
07.11.1970;0;11;0;1971
08.11.1970;10;11;0.1;1971
09.11.1970;5;11;0.05;1971
10.11.1970;10;11;0.1;1971
11.11.1970;15;11;0.15;1971
12.11.1970;8;11;0.08;1971
13.11.1970;5;11;0.05;1971
14.11.1970;5;11;0.05;1971
15.11.1970;15;11;0.15;1971
16.11.1970;25;11;0.25;1971
17.11.1970;35;11;0.35;1971
18.11.1970;25;11;0.25;1971
19.11.1970;20;11;0.2;1971
20.11.1970;14;11;0.14;1971
21.11.1970;12;11;0.12;1971
22.11.1970;52;11;0.52;1971
23.11.1970;50;11;0.5;1971
24.11.1970;39;11;0.39;1971
25.11.1970;36;11;0.36;1971
26.11.1970;30;11;0.3;1971
27.11.1970;30;11;0.3;1971
28.11.1970;30;11;0.3;1971
29.11.1970;30;11;0.3;1971
30.11.1970;20;11;0.2;1971
01.12.1970;22;12;0.22;1971
02.12.1970;38;12;0.38;1971
03.12.1970;35;12;0.35;1971
04.12.1970;35;12;0.35;1971
05.12.1970;33;12;0.33;1971
06.12.1970;33;12;0.33;1971
07.12.1970;32;12;0.32;1971
08.12.1970;35;12;0.35;1971
09.12.1970;35;12;0.35;1971
10.12.1970;35;12;0.35;1971
11.12.1970;35;12;0.35;1971
12.12.1970;35;12;0.35;1971
13.12.1970;35;12;0.35;1971
14.12.1970;35;12;0.35;1971
15.12.1970;42;12;0.42;1971
16.12.1970;42;12;0.42;1971
17.12.1970;42;12;0.42;1971
18.12.1970;42;12;0.42;1971
19.12.1970;42;12;0.42;1971
20.12.1970;42;12;0.42;1971
21.12.1970;42;12;0.42;1971
22.12.1970;57;12;0.57;1971
23.12.1970;57;12;0.57;1971
24.12.1970;57;12;0.57;1971
25.12.1970;56;12;0.56;1971
26.12.1970;56;12;0.56;1971
27.12.1970;56;12;0.56;1971
28.12.1970;56;12;0.56;1971
29.12.1970;57;12;0.57;1971
30.12.1970;57;12;0.57;1971
31.12.1970;55;12;0.55;1971
01.01.1971;55;1;0.55;1971
02.01.1971;55;1;0.55;1971
03.01.1971;55;1;0.55;1971
04.01.1971;54;1;0.54;1971
05.01.1971;54;1;0.54;1971
06.01.1971;54;1;0.54;1971
07.01.1971;54;1;0.54;1971
08.01.1971;54;1;0.54;1971
09.01.1971;52;1;0.52;1971
10.01.1971;52;1;0.52;1971
11.01.1971;50;1;0.5;1971
12.01.1971;48;1;0.48;1971
13.01.1971;48;1;0.48;1971
14.01.1971;48;1;0.48;1971
15.01.1971;48;1;0.48;1971
16.01.1971;48;1;0.48;1971
17.01.1971;48;1;0.48;1971
18.01.1971;48;1;0.48;1971
19.01.1971;48;1;0.48;1971
20.01.1971;48;1;0.48;1971
21.01.1971;51;1;0.51;1971
22.01.1971;57;1;0.57;1971
23.01.1971;57;1;0.57;1971
24.01.1971;56;1;0.56;1971
25.01.1971;54;1;0.54;1971
26.01.1971;54;1;0.54;1971
27.01.1971;55;1;0.55;1971
28.01.1971;56;1;0.56;1971
29.01.1971;56;1;0.56;1971
30.01.1971;56;1;0.56;1971
31.01.1971;56;1;0.56;1971
01.02.1971;56;2;0.56;1971
02.02.1971;59;2;0.59;1971
03.02.1971;57;2;0.57;1971
04.02.1971;67;2;0.67;1971
05.02.1971;67;2;0.67;1971
06.02.1971;65;2;0.65;1971
07.02.1971;63;2;0.63;1971
08.02.1971;63;2;0.63;1971
09.02.1971;61;2;0.61;1971
10.02.1971;60;2;0.6;1971
11.02.1971;58;2;0.58;1971
12.02.1971;58;2;0.58;1971
13.02.1971;58;2;0.58;1971
14.02.1971;58;2;0.58;1971
15.02.1971;61;2;0.61;1971
16.02.1971;60;2;0.6;1971
17.02.1971;70;2;0.7;1971
18.02.1971;73;2;0.73;1971
19.02.1971;79;2;0.79;1971
20.02.1971;90;2;0.9;1971
21.02.1971;84;2;0.84;1971
22.02.1971;90;2;0.9;1971
23.02.1971;108;2;1.08;1971
24.02.1971;125;2;1.25;1971
25.02.1971;116;2;1.16;1971
26.02.1971;110;2;1.1;1971
27.02.1971;147;2;1.47;1971
28.02.1971;136;2;1.36;1971
01.03.1971;134;3;1.34;1971
02.03.1971;128;3;1.28;1971
03.03.1971;128;3;1.28;1971
04.03.1971;128;3;1.28;1971
05.03.1971;126;3;1.26;1971
06.03.1971;124;3;1.24;1971
07.03.1971;123;3;1.23;1971
08.03.1971;123;3;1.23;1971
09.03.1971;120;3;1.2;1971
10.03.1971;118;3;1.18;1971
11.03.1971;120;3;1.2;1971
12.03.1971;144;3;1.44;1971
13.03.1971;144;3;1.44;1971
14.03.1971;125;3;1.25;1971
15.03.1971;112;3;1.12;1971
16.03.1971;113;3;1.13;1971
17.03.1971;113;3;1.13;1971
18.03.1971;112;3;1.12;1971
19.03.1971;110;3;1.1;1971
20.03.1971;100;3;1;1971
21.03.1971;94;3;0.94;1971
22.03.1971;90;3;0.9;1971
23.03.1971;83;3;0.83;1971
24.03.1971;83;3;0.83;1971
25.03.1971;80;3;0.8;1971
26.03.1971;85;3;0.85;1971
27.03.1971;96;3;0.96;1971
28.03.1971;90;3;0.9;1971
29.03.1971;90;3;0.9;1971
30.03.1971;85;3;0.85;1971
31.03.1971;85;3;0.85;1971
01.04.1971;83;4;0.83;1971
02.04.1971;80;4;0.8;1971
03.04.1971;80;4;0.8;1971
04.04.1971;80;4;0.8;1971
05.04.1971;80;4;0.8;1971
06.04.1971;75;4;0.75;1971
07.04.1971;75;4;0.75;1971
08.04.1971;70;4;0.7;1971
09.04.1971;65;4;0.65;1971
10.04.1971;60;4;0.6;1971
11.04.1971;55;4;0.55;1971
12.04.1971;50;4;0.5;1971
13.04.1971;45;4;0.45;1971
14.04.1971;40;4;0.4;1971
15.04.1971;35;4;0.35;1971
16.04.1971;30;4;0.3;1971
17.04.1971;25;4;0.25;1971
18.04.1971;20;4;0.2;1971
19.04.1971;10;4;0.1;1971
20.04.1971;0;4;0;1971
21.04.1971;0;4;0;1971
22.04.1971;0;4;0;1971
23.04.1971;0;4;0;1971
24.04.1971;0;4;0;1971
25.04.1971;5;4;0.05;1971
26.04.1971;0;4;0;1971
27.04.1971;0;4;0;1971
28.04.1971;10;4;0.1;1971
29.04.1971;0;4;0;1971
30.04.1971;0;4;0;1971
01.05.1971;0;5;0;1971
02.05.1971;0;5;0;1971
03.05.1971;0;5;0;1971
04.05.1971;0;5;0;1971
05.05.1971;0;5;0;1971
06.05.1971;0;5;0;1971
07.05.1971;0;5;0;1971
08.05.1971;0;5;0;1971
09.05.1971;0;5;0;1971
10.05.1971;0;5;0;1971
11.05.1971;0;5;0;1971
12.05.1971;0;5;0;1971
13.05.1971;0;5;0;1971
14.05.1971;0;5;0;1971
15.05.1971;0;5;0;1971
16.05.1971;0;5;0;1971
17.05.1971;0;5;0;1971
18.05.1971;0;5;0;1971
19.05.1971;0;5;0;1971
20.05.1971;0;5;0;1971
21.05.1971;0;5;0;1971
22.05.1971;0;5;0;1971
23.05.1971;0;5;0;1971
24.05.1971;0;5;0;1971
25.05.1971;0;5;0;1971
26.05.1971;0;5;0;1971
27.05.1971;0;5;0;1971
28.05.1971;0;5;0;1971
29.05.1971;0;5;0;1971
30.05.1971;0;5;0;1971
31.05.1971;0;5;0;1971
01.06.1971;0;6;0;1971
02.06.1971;0;6;0;1971
03.06.1971;0;6;0;1971
04.06.1971;0;6;0;1971
05.06.1971;0;6;0;1971
06.06.1971;0;6;0;1971
07.06.1971;0;6;0;1971
08.06.1971;0;6;0;1971
09.06.1971;0;6;0;1971
10.06.1971;0;6;0;1971
11.06.1971;0;6;0;1971
12.06.1971;0;6;0;1971
13.06.1971;0;6;0;1971
14.06.1971;0;6;0;1971
15.06.1971;0;6;0;1971
16.06.1971;0;6;0;1971
17.06.1971;0;6;0;1971
18.06.1971;0;6;0;1971
19.06.1971;0;6;0;1971
20.06.1971;0;6;0;1971
21.06.1971;0;6;0;1971
22.06.1971;0;6;0;1971
23.06.1971;0;6;0;1971
24.06.1971;0;6;0;1971
25.06.1971;0;6;0;1971
26.06.1971;0;6;0;1971
27.06.1971;0;6;0;1971
28.06.1971;0;6;0;1971
29.06.1971;0;6;0;1971
30.06.1971;0;6;0;1971
01.07.1971;0;7;0;1971
02.07.1971;0;7;0;1971
03.07.1971;0;7;0;1971
04.07.1971;0;7;0;1971
05.07.1971;0;7;0;1971
06.07.1971;0;7;0;1971
07.07.1971;0;7;0;1971
08.07.1971;0;7;0;1971
09.07.1971;0;7;0;1971
10.07.1971;0;7;0;1971
11.07.1971;0;7;0;1971
12.07.1971;0;7;0;1971
13.07.1971;0;7;0;1971
14.07.1971;0;7;0;1971
15.07.1971;0;7;0;1971
16.07.1971;0;7;0;1971
17.07.1971;0;7;0;1971
18.07.1971;0;7;0;1971
19.07.1971;0;7;0;1971
20.07.1971;0;7;0;1971
21.07.1971;0;7;0;1971
22.07.1971;0;7;0;1971
23.07.1971;0;7;0;1971
24.07.1971;0;7;0;1971
25.07.1971;0;7;0;1971
26.07.1971;0;7;0;1971
27.07.1971;0;7;0;1971
28.07.1971;0;7;0;1971
29.07.1971;0;7;0;1971
30.07.1971;0;7;0;1971
31.07.1971;0;7;0;1971
01.08.1971;0;8;0;1971
02.08.1971;0;8;0;1971
03.08.1971;0;8;0;1971
04.08.1971;0;8;0;1971
05.08.1971;0;8;0;1971
06.08.1971;0;8;0;1971
07.08.1971;0;8;0;1971
08.08.1971;0;8;0;1971
09.08.1971;0;8;0;1971
10.08.1971;0;8;0;1971
11.08.1971;0;8;0;1971
12.08.1971;0;8;0;1971
13.08.1971;0;8;0;1971
14.08.1971;0;8;0;1971
15.08.1971;0;8;0;1971
16.08.1971;0;8;0;1971
17.08.1971;0;8;0;1971
18.08.1971;0;8;0;1971
19.08.1971;0;8;0;1971
20.08.1971;0;8;0;1971
21.08.1971;0;8;0;1971
22.08.1971;0;8;0;1971
23.08.1971;0;8;0;1971
24.08.1971;0;8;0;1971
25.08.1971;0;8;0;1971
26.08.1971;0;8;0;1971
27.08.1971;0;8;0;1971
28.08.1971;0;8;0;1971
29.08.1971;0;8;0;1971
30.08.1971;0;8;0;1971
31.08.1971;0;8;0;1971
01.09.1971;0;9;0;1971
02.09.1971;0;9;0;1971
03.09.1971;0;9;0;1971
04.09.1971;0;9;0;1971
05.09.1971;0;9;0;1971
06.09.1971;0;9;0;1971
07.09.1971;0;9;0;1971
08.09.1971;0;9;0;1971
09.09.1971;0;9;0;1971
10.09.1971;0;9;0;1971
11.09.1971;0;9;0;1971
12.09.1971;0;9;0;1971
13.09.1971;0;9;0;1971
14.09.1971;0;9;0;1971
15.09.1971;0;9;0;1971
16.09.1971;0;9;0;1971
17.09.1971;0;9;0;1971
18.09.1971;0;9;0;1971
19.09.1971;0;9;0;1971
20.09.1971;0;9;0;1971
21.09.1971;0;9;0;1971
22.09.1971;0;9;0;1971
23.09.1971;0;9;0;1971
24.09.1971;0;9;0;1971
25.09.1971;0;9;0;1971
26.09.1971;0;9;0;1971
27.09.1971;0;9;0;1971
28.09.1971;0;9;0;1971
29.09.1971;0;9;0;1971
30.09.1971;0;9;0;1971
01.10.1971;0;10;0;1971
02.10.1971;0;10;0;1972
03.10.1971;0;10;0;1972
04.10.1971;0;10;0;1972
05.10.1971;0;10;0;1972
06.10.1971;0;10;0;1972
07.10.1971;0;10;0;1972
08.10.1971;0;10;0;1972
09.10.1971;0;10;0;1972
10.10.1971;0;10;0;1972
11.10.1971;0;10;0;1972
12.10.1971;0;10;0;1972
13.10.1971;0;10;0;1972
14.10.1971;1;10;0.01;1972
15.10.1971;0;10;0;1972
16.10.1971;0;10;0;1972
17.10.1971;0;10;0;1972
18.10.1971;0;10;0;1972
19.10.1971;0;10;0;1972
20.10.1971;0;10;0;1972
21.10.1971;0;10;0;1972
22.10.1971;0;10;0;1972
23.10.1971;0;10;0;1972
24.10.1971;0;10;0;1972
25.10.1971;0;10;0;1972
26.10.1971;0;10;0;1972
27.10.1971;0;10;0;1972
28.10.1971;0;10;0;1972
29.10.1971;0;10;0;1972
30.10.1971;0;10;0;1972
31.10.1971;0;10;0;1972
01.11.1971;0;11;0;1972
02.11.1971;0;11;0;1972
03.11.1971;0;11;0;1972
04.11.1971;0;11;0;1972
05.11.1971;0;11;0;1972
06.11.1971;0;11;0;1972
07.11.1971;0;11;0;1972
08.11.1971;0;11;0;1972
09.11.1971;1;11;0.01;1972
10.11.1971;7;11;0.07;1972
11.11.1971;7;11;0.07;1972
12.11.1971;6;11;0.06;1972
13.11.1971;6;11;0.06;1972
14.11.1971;6;11;0.06;1972
15.11.1971;6;11;0.06;1972
16.11.1971;6;11;0.06;1972
17.11.1971;6;11;0.06;1972
18.11.1971;7;11;0.07;1972
19.11.1971;6;11;0.06;1972
20.11.1971;23;11;0.23;1972
21.11.1971;23;11;0.23;1972
22.11.1971;33;11;0.33;1972
23.11.1971;45;11;0.45;1972
24.11.1971;43;11;0.43;1972
25.11.1971;40;11;0.4;1972
26.11.1971;37;11;0.37;1972
27.11.1971;35;11;0.35;1972
28.11.1971;30;11;0.3;1972
29.11.1971;40;11;0.4;1972
30.11.1971;35;11;0.35;1972
01.12.1971;35;12;0.35;1972
02.12.1971;35;12;0.35;1972
03.12.1971;36;12;0.36;1972
04.12.1971;36;12;0.36;1972
05.12.1971;35;12;0.35;1972
06.12.1971;35;12;0.35;1972
07.12.1971;35;12;0.35;1972
08.12.1971;35;12;0.35;1972
09.12.1971;48;12;0.48;1972
10.12.1971;55;12;0.55;1972
11.12.1971;69;12;0.69;1972
12.12.1971;71;12;0.71;1972
13.12.1971;68;12;0.68;1972
14.12.1971;65;12;0.65;1972
15.12.1971;65;12;0.65;1972
16.12.1971;65;12;0.65;1972
17.12.1971;63;12;0.63;1972
18.12.1971;60;12;0.6;1972
19.12.1971;58;12;0.58;1972
20.12.1971;50;12;0.5;1972
21.12.1971;40;12;0.4;1972
22.12.1971;40;12;0.4;1972
23.12.1971;40;12;0.4;1972
24.12.1971;38;12;0.38;1972
25.12.1971;38;12;0.38;1972
26.12.1971;38;12;0.38;1972
27.12.1971;38;12;0.38;1972
28.12.1971;37;12;0.37;1972
29.12.1971;37;12;0.37;1972
30.12.1971;37;12;0.37;1972
31.12.1971;37;12;0.37;1972
01.01.1972;37;1;0.37;1972
02.01.1972;36;1;0.36;1972
03.01.1972;34;1;0.34;1972
04.01.1972;32;1;0.32;1972
05.01.1972;30;1;0.3;1972
06.01.1972;30;1;0.3;1972
07.01.1972;30;1;0.3;1972
08.01.1972;30;1;0.3;1972
09.01.1972;30;1;0.3;1972
10.01.1972;30;1;0.3;1972
11.01.1972;32;1;0.32;1972
12.01.1972;30;1;0.3;1972
13.01.1972;30;1;0.3;1972
14.01.1972;30;1;0.3;1972
15.01.1972;30;1;0.3;1972
16.01.1972;30;1;0.3;1972
17.01.1972;30;1;0.3;1972
18.01.1972;30;1;0.3;1972
19.01.1972;30;1;0.3;1972
20.01.1972;30;1;0.3;1972
21.01.1972;30;1;0.3;1972
22.01.1972;32;1;0.32;1972
23.01.1972;32;1;0.32;1972
24.01.1972;32;1;0.32;1972
25.01.1972;32;1;0.32;1972
26.01.1972;38;1;0.38;1972
27.01.1972;38;1;0.38;1972
28.01.1972;39;1;0.39;1972
29.01.1972;39;1;0.39;1972
30.01.1972;39;1;0.39;1972
31.01.1972;39;1;0.39;1972
01.02.1972;39;2;0.39;1972
02.02.1972;39;2;0.39;1972
03.02.1972;37;2;0.37;1972
04.02.1972;37;2;0.37;1972
05.02.1972;35;2;0.35;1972
06.02.1972;35;2;0.35;1972
07.02.1972;34;2;0.34;1972
08.02.1972;32;2;0.32;1972
09.02.1972;30;2;0.3;1972
10.02.1972;28;2;0.28;1972
11.02.1972;28;2;0.28;1972
12.02.1972;38;2;0.38;1972
13.02.1972;50;2;0.5;1972
14.02.1972;45;2;0.45;1972
15.02.1972;55;2;0.55;1972
16.02.1972;46;2;0.46;1972
17.02.1972;45;2;0.45;1972
18.02.1972;45;2;0.45;1972
19.02.1972;40;2;0.4;1972
20.02.1972;36;2;0.36;1972
21.02.1972;34;2;0.34;1972
22.02.1972;32;2;0.32;1972
23.02.1972;32;2;0.32;1972
24.02.1972;32;2;0.32;1972
25.02.1972;30;2;0.3;1972
26.02.1972;30;2;0.3;1972
27.02.1972;30;2;0.3;1972
28.02.1972;30;2;0.3;1972
29.02.1972;32;2;0.32;1972
01.03.1972;32;3;0.32;1972
02.03.1972;39;3;0.39;1972
03.03.1972;38;3;0.38;1972
04.03.1972;36;3;0.36;1972
05.03.1972;36;3;0.36;1972
06.03.1972;36;3;0.36;1972
07.03.1972;35;3;0.35;1972
08.03.1972;40;3;0.4;1972
09.03.1972;35;3;0.35;1972
10.03.1972;33;3;0.33;1972
11.03.1972;30;3;0.3;1972
12.03.1972;27;3;0.27;1972
13.03.1972;25;3;0.25;1972
14.03.1972;23;3;0.23;1972
15.03.1972;20;3;0.2;1972
16.03.1972;18;3;0.18;1972
17.03.1972;16;3;0.16;1972
18.03.1972;14;3;0.14;1972
19.03.1972;12;3;0.12;1972
20.03.1972;10;3;0.1;1972
21.03.1972;8;3;0.08;1972
22.03.1972;6;3;0.06;1972
23.03.1972;3;3;0.03;1972
24.03.1972;0;3;0;1972
25.03.1972;0;3;0;1972
26.03.1972;0;3;0;1972
27.03.1972;5;3;0.05;1972
28.03.1972;2;3;0.02;1972
29.03.1972;5;3;0.05;1972
30.03.1972;0;3;0;1972
31.03.1972;0;3;0;1972
01.04.1972;0;4;0;1972
02.04.1972;0;4;0;1972
03.04.1972;0;4;0;1972
04.04.1972;0;4;0;1972
05.04.1972;5;4;0.05;1972
06.04.1972;5;4;0.05;1972
07.04.1972;0;4;0;1972
08.04.1972;0;4;0;1972
09.04.1972;0;4;0;1972
10.04.1972;0;4;0;1972
11.04.1972;0;4;0;1972
12.04.1972;6;4;0.06;1972
13.04.1972;3;4;0.03;1972
14.04.1972;0;4;0;1972
15.04.1972;0;4;0;1972
16.04.1972;10;4;0.1;1972
17.04.1972;15;4;0.15;1972
18.04.1972;10;4;0.1;1972
19.04.1972;5;4;0.05;1972
20.04.1972;0;4;0;1972
21.04.1972;0;4;0;1972
22.04.1972;0;4;0;1972
23.04.1972;0;4;0;1972
24.04.1972;0;4;0;1972
25.04.1972;6;4;0.06;1972
26.04.1972;0;4;0;1972
27.04.1972;0;4;0;1972
28.04.1972;19;4;0.19;1972
29.04.1972;5;4;0.05;1972
30.04.1972;0;4;0;1972
01.05.1972;0;5;0;1972
02.05.1972;0;5;0;1972
03.05.1972;0;5;0;1972
04.05.1972;0;5;0;1972
05.05.1972;0;5;0;1972
06.05.1972;0;5;0;1972
07.05.1972;0;5;0;1972
08.05.1972;0;5;0;1972
09.05.1972;0;5;0;1972
10.05.1972;0;5;0;1972
11.05.1972;16;5;0.16;1972
12.05.1972;8;5;0.08;1972
13.05.1972;3;5;0.03;1972
14.05.1972;0;5;0;1972
15.05.1972;0;5;0;1972
16.05.1972;0;5;0;1972
17.05.1972;0;5;0;1972
18.05.1972;0;5;0;1972
19.05.1972;0;5;0;1972
20.05.1972;0;5;0;1972
21.05.1972;0;5;0;1972
22.05.1972;0;5;0;1972
23.05.1972;0;5;0;1972
24.05.1972;0;5;0;1972
25.05.1972;0;5;0;1972
26.05.1972;0;5;0;1972
27.05.1972;0;5;0;1972
28.05.1972;5;5;0.05;1972
29.05.1972;0;5;0;1972
30.05.1972;0;5;0;1972
31.05.1972;0;5;0;1972
01.06.1972;0;6;0;1972
02.06.1972;0;6;0;1972
03.06.1972;0;6;0;1972
04.06.1972;0;6;0;1972
05.06.1972;0;6;0;1972
06.06.1972;0;6;0;1972
07.06.1972;0;6;0;1972
08.06.1972;0;6;0;1972
09.06.1972;0;6;0;1972
10.06.1972;0;6;0;1972
11.06.1972;0;6;0;1972
12.06.1972;0;6;0;1972
13.06.1972;0;6;0;1972
14.06.1972;0;6;0;1972
15.06.1972;0;6;0;1972
16.06.1972;0;6;0;1972
17.06.1972;0;6;0;1972
18.06.1972;0;6;0;1972
19.06.1972;0;6;0;1972
20.06.1972;0;6;0;1972
21.06.1972;0;6;0;1972
22.06.1972;0;6;0;1972
23.06.1972;0;6;0;1972
24.06.1972;0;6;0;1972
25.06.1972;0;6;0;1972
26.06.1972;0;6;0;1972
27.06.1972;0;6;0;1972
28.06.1972;0;6;0;1972
29.06.1972;0;6;0;1972
30.06.1972;0;6;0;1972
01.07.1972;0;7;0;1972
02.07.1972;0;7;0;1972
03.07.1972;0;7;0;1972
04.07.1972;0;7;0;1972
05.07.1972;0;7;0;1972
06.07.1972;0;7;0;1972
07.07.1972;0;7;0;1972
08.07.1972;0;7;0;1972
09.07.1972;0;7;0;1972
10.07.1972;0;7;0;1972
11.07.1972;0;7;0;1972
12.07.1972;0;7;0;1972
13.07.1972;0;7;0;1972
14.07.1972;0;7;0;1972
15.07.1972;0;7;0;1972
16.07.1972;0;7;0;1972
17.07.1972;0;7;0;1972
18.07.1972;0;7;0;1972
19.07.1972;0;7;0;1972
20.07.1972;0;7;0;1972
21.07.1972;0;7;0;1972
22.07.1972;0;7;0;1972
23.07.1972;0;7;0;1972
24.07.1972;0;7;0;1972
25.07.1972;0;7;0;1972
26.07.1972;0;7;0;1972
27.07.1972;0;7;0;1972
28.07.1972;0;7;0;1972
29.07.1972;0;7;0;1972
30.07.1972;0;7;0;1972
31.07.1972;0;7;0;1972
01.08.1972;0;8;0;1972
02.08.1972;0;8;0;1972
03.08.1972;0;8;0;1972
04.08.1972;0;8;0;1972
05.08.1972;0;8;0;1972
06.08.1972;0;8;0;1972
07.08.1972;0;8;0;1972
08.08.1972;0;8;0;1972
09.08.1972;0;8;0;1972
10.08.1972;0;8;0;1972
11.08.1972;0;8;0;1972
12.08.1972;0;8;0;1972
13.08.1972;0;8;0;1972
14.08.1972;0;8;0;1972
15.08.1972;0;8;0;1972
16.08.1972;0;8;0;1972
17.08.1972;0;8;0;1972
18.08.1972;0;8;0;1972
19.08.1972;2;8;0.02;1972
20.08.1972;0;8;0;1972
21.08.1972;0;8;0;1972
22.08.1972;0;8;0;1972
23.08.1972;0;8;0;1972
24.08.1972;0;8;0;1972
25.08.1972;0;8;0;1972
26.08.1972;0;8;0;1972
27.08.1972;0;8;0;1972
28.08.1972;0;8;0;1972
29.08.1972;0;8;0;1972
30.08.1972;0;8;0;1972
31.08.1972;0;8;0;1972
01.09.1972;0;9;0;1972
02.09.1972;0;9;0;1972
03.09.1972;0;9;0;1972
04.09.1972;0;9;0;1972
05.09.1972;0;9;0;1972
06.09.1972;0;9;0;1972
07.09.1972;0;9;0;1972
08.09.1972;0;9;0;1972
09.09.1972;0;9;0;1972
10.09.1972;0;9;0;1972
11.09.1972;0;9;0;1972
12.09.1972;0;9;0;1972
13.09.1972;0;9;0;1972
14.09.1972;0;9;0;1972
15.09.1972;0;9;0;1972
16.09.1972;0;9;0;1972
17.09.1972;0;9;0;1972
18.09.1972;0;9;0;1972
19.09.1972;0;9;0;1972
20.09.1972;0;9;0;1972
21.09.1972;0;9;0;1972
22.09.1972;0;9;0;1972
23.09.1972;0;9;0;1972
24.09.1972;0;9;0;1972
25.09.1972;0;9;0;1972
26.09.1972;2;9;0.02;1972
27.09.1972;0;9;0;1972
28.09.1972;0;9;0;1972
29.09.1972;0;9;0;1972
30.09.1972;0;9;0;1972
01.10.1972;0;10;0;1972
02.10.1972;0;10;0;1973
03.10.1972;0;10;0;1973
04.10.1972;0;10;0;1973
05.10.1972;0;10;0;1973
06.10.1972;0;10;0;1973
07.10.1972;0;10;0;1973
08.10.1972;0;10;0;1973
09.10.1972;0;10;0;1973
10.10.1972;0;10;0;1973
11.10.1972;0;10;0;1973
12.10.1972;0;10;0;1973
13.10.1972;0;10;0;1973
14.10.1972;0;10;0;1973
15.10.1972;0;10;0;1973
16.10.1972;0;10;0;1973
17.10.1972;0;10;0;1973
18.10.1972;0;10;0;1973
19.10.1972;0;10;0;1973
20.10.1972;0;10;0;1973
21.10.1972;17;10;0.17;1973
22.10.1972;78;10;0.78;1973
23.10.1972;100;10;1;1973
24.10.1972;70;10;0.7;1973
25.10.1972;58;10;0.58;1973
26.10.1972;50;10;0.5;1973
27.10.1972;40;10;0.4;1973
28.10.1972;30;10;0.3;1973
29.10.1972;36;10;0.36;1973
30.10.1972;30;10;0.3;1973
31.10.1972;28;10;0.28;1973
01.11.1972;23;11;0.23;1973
02.11.1972;20;11;0.2;1973
03.11.1972;20;11;0.2;1973
04.11.1972;20;11;0.2;1973
05.11.1972;20;11;0.2;1973
06.11.1972;20;11;0.2;1973
07.11.1972;18;11;0.18;1973
08.11.1972;18;11;0.18;1973
09.11.1972;17;11;0.17;1973
10.11.1972;15;11;0.15;1973
11.11.1972;15;11;0.15;1973
12.11.1972;38;11;0.38;1973
13.11.1972;45;11;0.45;1973
14.11.1972;25;11;0.25;1973
15.11.1972;24;11;0.24;1973
16.11.1972;28;11;0.28;1973
17.11.1972;20;11;0.2;1973
18.11.1972;30;11;0.3;1973
19.11.1972;35;11;0.35;1973
20.11.1972;28;11;0.28;1973
21.11.1972;32;11;0.32;1973
22.11.1972;38;11;0.38;1973
23.11.1972;50;11;0.5;1973
24.11.1972;52;11;0.52;1973
25.11.1972;65;11;0.65;1973
26.11.1972;66;11;0.66;1973
27.11.1972;65;11;0.65;1973
28.11.1972;55;11;0.55;1973
29.11.1972;50;11;0.5;1973
30.11.1972;50;11;0.5;1973
01.12.1972;50;12;0.5;1973
02.12.1972;51;12;0.51;1973
03.12.1972;50;12;0.5;1973
