Werte_Lech:;HS_cm;monat;HS_m;h_year
01.09.1975;0;9;0;1975
02.09.1975;0;9;0;1975
03.09.1975;0;9;0;1975
04.09.1975;0;9;0;1975
05.09.1975;0;9;0;1975
06.09.1975;0;9;0;1975
07.09.1975;0;9;0;1975
08.09.1975;0;9;0;1975
09.09.1975;0;9;0;1975
10.09.1975;0;9;0;1975
11.09.1975;0;9;0;1975
12.09.1975;0;9;0;1975
13.09.1975;0;9;0;1975
14.09.1975;0;9;0;1975
15.09.1975;0;9;0;1975
16.09.1975;0;9;0;1975
17.09.1975;0;9;0;1975
18.09.1975;0;9;0;1975
19.09.1975;0;9;0;1975
20.09.1975;0;9;0;1975
21.09.1975;0;9;0;1975
22.09.1975;0;9;0;1975
23.09.1975;0;9;0;1975
24.09.1975;0;9;0;1975
25.09.1975;0;9;0;1975
26.09.1975;0;9;0;1975
27.09.1975;0;9;0;1975
28.09.1975;0;9;0;1975
29.09.1975;0;9;0;1975
30.09.1975;0;9;0;1975
01.10.1975;0;10;0;1975
02.10.1975;0;10;0;1976
03.10.1975;0;10;0;1976
04.10.1975;0;10;0;1976
05.10.1975;0;10;0;1976
06.10.1975;0;10;0;1976
07.10.1975;0;10;0;1976
08.10.1975;0;10;0;1976
09.10.1975;0;10;0;1976
10.10.1975;0;10;0;1976
11.10.1975;2;10;0.02;1976
12.10.1975;0;10;0;1976
13.10.1975;0;10;0;1976
14.10.1975;3;10;0.03;1976
15.10.1975;3;10;0.03;1976
16.10.1975;0;10;0;1976
17.10.1975;0;10;0;1976
18.10.1975;8;10;0.08;1976
19.10.1975;6;10;0.06;1976
20.10.1975;4;10;0.04;1976
21.10.1975;2;10;0.02;1976
22.10.1975;0;10;0;1976
23.10.1975;0;10;0;1976
24.10.1975;0;10;0;1976
25.10.1975;0;10;0;1976
26.10.1975;0;10;0;1976
27.10.1975;0;10;0;1976
28.10.1975;0;10;0;1976
29.10.1975;0;10;0;1976
30.10.1975;0;10;0;1976
31.10.1975;0;10;0;1976
01.11.1975;0;11;0;1976
02.11.1975;0;11;0;1976
03.11.1975;0;11;0;1976
04.11.1975;0;11;0;1976
05.11.1975;0;11;0;1976
06.11.1975;0;11;0;1976
07.11.1975;0;11;0;1976
08.11.1975;0;11;0;1976
09.11.1975;0;11;0;1976
10.11.1975;0;11;0;1976
11.11.1975;0;11;0;1976
12.11.1975;0;11;0;1976
13.11.1975;1;11;0.01;1976
14.11.1975;0;11;0;1976
15.11.1975;1;11;0.01;1976
16.11.1975;2;11;0.02;1976
17.11.1975;2;11;0.02;1976
18.11.1975;2;11;0.02;1976
19.11.1975;9;11;0.09;1976
20.11.1975;17;11;0.17;1976
21.11.1975;17;11;0.17;1976
22.11.1975;30;11;0.3;1976
23.11.1975;55;11;0.55;1976
24.11.1975;40;11;0.4;1976
25.11.1975;35;11;0.35;1976
26.11.1975;32;11;0.32;1976
27.11.1975;30;11;0.3;1976
28.11.1975;28;11;0.28;1976
29.11.1975;26;11;0.26;1976
30.11.1975;22;11;0.22;1976
01.12.1975;47;12;0.47;1976
02.12.1975;45;12;0.45;1976
03.12.1975;43;12;0.43;1976
04.12.1975;40;12;0.4;1976
05.12.1975;40;12;0.4;1976
06.12.1975;38;12;0.38;1976
07.12.1975;38;12;0.38;1976
08.12.1975;38;12;0.38;1976
09.12.1975;37;12;0.37;1976
10.12.1975;37;12;0.37;1976
11.12.1975;37;12;0.37;1976
12.12.1975;37;12;0.37;1976
13.12.1975;35;12;0.35;1976
14.12.1975;35;12;0.35;1976
15.12.1975;35;12;0.35;1976
16.12.1975;33;12;0.33;1976
17.12.1975;33;12;0.33;1976
18.12.1975;45;12;0.45;1976
19.12.1975;43;12;0.43;1976
20.12.1975;43;12;0.43;1976
21.12.1975;42;12;0.42;1976
22.12.1975;42;12;0.42;1976
23.12.1975;42;12;0.42;1976
24.12.1975;41;12;0.41;1976
25.12.1975;45;12;0.45;1976
26.12.1975;48;12;0.48;1976
27.12.1975;47;12;0.47;1976
28.12.1975;45;12;0.45;1976
29.12.1975;43;12;0.43;1976
30.12.1975;42;12;0.42;1976
31.12.1975;42;12;0.42;1976
01.01.1976;42;1;0.42;1976
02.01.1976;42;1;0.42;1976
03.01.1976;40;1;0.4;1976
04.01.1976;45;1;0.45;1976
05.01.1976;43;1;0.43;1976
06.01.1976;41;1;0.41;1976
07.01.1976;47;1;0.47;1976
08.01.1976;45;1;0.45;1976
09.01.1976;44;1;0.44;1976
10.01.1976;44;1;0.44;1976
11.01.1976;60;1;0.6;1976
12.01.1976;58;1;0.58;1976
13.01.1976;56;1;0.56;1976
14.01.1976;54;1;0.54;1976
15.01.1976;65;1;0.65;1976
16.01.1976;98;1;0.98;1976
17.01.1976;116;1;1.16;1976
18.01.1976;108;1;1.08;1976
19.01.1976;96;1;0.96;1976
20.01.1976;102;1;1.02;1976
21.01.1976;104;1;1.04;1976
22.01.1976;120;1;1.2;1976
23.01.1976;118;1;1.18;1976
24.01.1976;135;1;1.35;1976
25.01.1976;134;1;1.34;1976
26.01.1976;126;1;1.26;1976
27.01.1976;122;1;1.22;1976
28.01.1976;125;1;1.25;1976
29.01.1976;123;1;1.23;1976
30.01.1976;121;1;1.21;1976
31.01.1976;120;1;1.2;1976
01.02.1976;120;2;1.2;1976
02.02.1976;120;2;1.2;1976
03.02.1976;118;2;1.18;1976
04.02.1976;116;2;1.16;1976
05.02.1976;114;2;1.14;1976
06.02.1976;112;2;1.12;1976
07.02.1976;112;2;1.12;1976
08.02.1976;110;2;1.1;1976
09.02.1976;110;2;1.1;1976
10.02.1976;108;2;1.08;1976
11.02.1976;116;2;1.16;1976
12.02.1976;120;2;1.2;1976
13.02.1976;120;2;1.2;1976
14.02.1976;126;2;1.26;1976
15.02.1976;131;2;1.31;1976
16.02.1976;130;2;1.3;1976
17.02.1976;125;2;1.25;1976
18.02.1976;121;2;1.21;1976
19.02.1976;120;2;1.2;1976
20.02.1976;120;2;1.2;1976
21.02.1976;118;2;1.18;1976
22.02.1976;121;2;1.21;1976
23.02.1976;120;2;1.2;1976
24.02.1976;118;2;1.18;1976
25.02.1976;116;2;1.16;1976
26.02.1976;114;2;1.14;1976
27.02.1976;112;2;1.12;1976
28.02.1976;110;2;1.1;1976
29.02.1976;108;2;1.08;1976
01.03.1976;106;3;1.06;1976
02.03.1976;104;3;1.04;1976
03.03.1976;102;3;1.02;1976
04.03.1976;100;3;1;1976
05.03.1976;98;3;0.98;1976
06.03.1976;98;3;0.98;1976
07.03.1976;102;3;1.02;1976
08.03.1976;100;3;1;1976
09.03.1976;102;3;1.02;1976
10.03.1976;100;3;1;1976
11.03.1976;100;3;1;1976
12.03.1976;98;3;0.98;1976
13.03.1976;96;3;0.96;1976
14.03.1976;95;3;0.95;1976
15.03.1976;98;3;0.98;1976
16.03.1976;96;3;0.96;1976
17.03.1976;96;3;0.96;1976
18.03.1976;94;3;0.94;1976
19.03.1976;97;3;0.97;1976
20.03.1976;94;3;0.94;1976
21.03.1976;94;3;0.94;1976
22.03.1976;92;3;0.92;1976
23.03.1976;95;3;0.95;1976
24.03.1976;109;3;1.09;1976
25.03.1976;109;3;1.09;1976
26.03.1976;119;3;1.19;1976
27.03.1976;104;3;1.04;1976
28.03.1976;100;3;1;1976
29.03.1976;96;3;0.96;1976
30.03.1976;94;3;0.94;1976
31.03.1976;93;3;0.93;1976
01.04.1976;90;4;0.9;1976
02.04.1976;88;4;0.88;1976
03.04.1976;85;4;0.85;1976
04.04.1976;82;4;0.82;1976
05.04.1976;78;4;0.78;1976
06.04.1976;75;4;0.75;1976
07.04.1976;70;4;0.7;1976
08.04.1976;70;4;0.7;1976
09.04.1976;95;4;0.95;1976
10.04.1976;84;4;0.84;1976
11.04.1976;72;4;0.72;1976
12.04.1976;70;4;0.7;1976
13.04.1976;64;4;0.64;1976
14.04.1976;60;4;0.6;1976
15.04.1976;55;4;0.55;1976
16.04.1976;51;4;0.51;1976
17.04.1976;48;4;0.48;1976
18.04.1976;43;4;0.43;1976
19.04.1976;40;4;0.4;1976
20.04.1976;38;4;0.38;1976
21.04.1976;33;4;0.33;1976
22.04.1976;25;4;0.25;1976
23.04.1976;29;4;0.29;1976
24.04.1976;25;4;0.25;1976
25.04.1976;20;4;0.2;1976
26.04.1976;20;4;0.2;1976
27.04.1976;15;4;0.15;1976
28.04.1976;10;4;0.1;1976
29.04.1976;5;4;0.05;1976
30.04.1976;0;4;0;1976
01.05.1976;0;5;0;1976
02.05.1976;0;5;0;1976
03.05.1976;0;5;0;1976
04.05.1976;0;5;0;1976
05.05.1976;0;5;0;1976
06.05.1976;0;5;0;1976
07.05.1976;0;5;0;1976
08.05.1976;0;5;0;1976
09.05.1976;0;5;0;1976
10.05.1976;0;5;0;1976
11.05.1976;0;5;0;1976
12.05.1976;0;5;0;1976
13.05.1976;0;5;0;1976
14.05.1976;4;5;0.04;1976
15.05.1976;0;5;0;1976
16.05.1976;0;5;0;1976
17.05.1976;0;5;0;1976
18.05.1976;0;5;0;1976
19.05.1976;0;5;0;1976
20.05.1976;0;5;0;1976
21.05.1976;0;5;0;1976
22.05.1976;0;5;0;1976
23.05.1976;0;5;0;1976
24.05.1976;0;5;0;1976
25.05.1976;0;5;0;1976
26.05.1976;0;5;0;1976
27.05.1976;0;5;0;1976
28.05.1976;0;5;0;1976
29.05.1976;0;5;0;1976
30.05.1976;0;5;0;1976
31.05.1976;0;5;0;1976
01.06.1976;0;6;0;1976
02.06.1976;0;6;0;1976
03.06.1976;0;6;0;1976
04.06.1976;0;6;0;1976
05.06.1976;0;6;0;1976
06.06.1976;0;6;0;1976
07.06.1976;0;6;0;1976
08.06.1976;0;6;0;1976
09.06.1976;0;6;0;1976
10.06.1976;0;6;0;1976
11.06.1976;0;6;0;1976
12.06.1976;0;6;0;1976
13.06.1976;0;6;0;1976
14.06.1976;0;6;0;1976
15.06.1976;0;6;0;1976
16.06.1976;0;6;0;1976
17.06.1976;0;6;0;1976
18.06.1976;0;6;0;1976
19.06.1976;0;6;0;1976
20.06.1976;0;6;0;1976
21.06.1976;0;6;0;1976
22.06.1976;0;6;0;1976
23.06.1976;0;6;0;1976
24.06.1976;0;6;0;1976
25.06.1976;0;6;0;1976
26.06.1976;0;6;0;1976
27.06.1976;0;6;0;1976
28.06.1976;0;6;0;1976
29.06.1976;0;6;0;1976
30.06.1976;0;6;0;1976
01.07.1976;0;7;0;1976
02.07.1976;0;7;0;1976
03.07.1976;0;7;0;1976
04.07.1976;0;7;0;1976
05.07.1976;0;7;0;1976
06.07.1976;0;7;0;1976
07.07.1976;0;7;0;1976
08.07.1976;0;7;0;1976
09.07.1976;0;7;0;1976
10.07.1976;0;7;0;1976
11.07.1976;0;7;0;1976
12.07.1976;0;7;0;1976
13.07.1976;0;7;0;1976
14.07.1976;0;7;0;1976
15.07.1976;0;7;0;1976
16.07.1976;0;7;0;1976
17.07.1976;0;7;0;1976
18.07.1976;0;7;0;1976
19.07.1976;0;7;0;1976
20.07.1976;0;7;0;1976
21.07.1976;0;7;0;1976
22.07.1976;0;7;0;1976
23.07.1976;0;7;0;1976
24.07.1976;0;7;0;1976
25.07.1976;0;7;0;1976
26.07.1976;0;7;0;1976
27.07.1976;0;7;0;1976
28.07.1976;0;7;0;1976
29.07.1976;0;7;0;1976
30.07.1976;0;7;0;1976
31.07.1976;0;7;0;1976
01.08.1976;0;8;0;1976
02.08.1976;0;8;0;1976
03.08.1976;0;8;0;1976
04.08.1976;0;8;0;1976
05.08.1976;0;8;0;1976
06.08.1976;0;8;0;1976
07.08.1976;0;8;0;1976
08.08.1976;0;8;0;1976
09.08.1976;0;8;0;1976
10.08.1976;0;8;0;1976
11.08.1976;0;8;0;1976
12.08.1976;0;8;0;1976
13.08.1976;0;8;0;1976
14.08.1976;0;8;0;1976
15.08.1976;0;8;0;1976
16.08.1976;0;8;0;1976
17.08.1976;0;8;0;1976
18.08.1976;0;8;0;1976
19.08.1976;0;8;0;1976
20.08.1976;0;8;0;1976
21.08.1976;0;8;0;1976
22.08.1976;0;8;0;1976
23.08.1976;0;8;0;1976
24.08.1976;0;8;0;1976
25.08.1976;0;8;0;1976
26.08.1976;0;8;0;1976
27.08.1976;0;8;0;1976
28.08.1976;0;8;0;1976
29.08.1976;0;8;0;1976
30.08.1976;0;8;0;1976
31.08.1976;0;8;0;1976
01.09.1976;0;9;0;1976
02.09.1976;0;9;0;1976
03.09.1976;0;9;0;1976
04.09.1976;0;9;0;1976
05.09.1976;0;9;0;1976
06.09.1976;0;9;0;1976
07.09.1976;0;9;0;1976
08.09.1976;0;9;0;1976
09.09.1976;0;9;0;1976
10.09.1976;0;9;0;1976
11.09.1976;0;9;0;1976
12.09.1976;0;9;0;1976
13.09.1976;0;9;0;1976
14.09.1976;0;9;0;1976
15.09.1976;0;9;0;1976
16.09.1976;0;9;0;1976
17.09.1976;3;9;0.03;1976
18.09.1976;0;9;0;1976
19.09.1976;0;9;0;1976
20.09.1976;0;9;0;1976
21.09.1976;0;9;0;1976
22.09.1976;0;9;0;1976
23.09.1976;0;9;0;1976
24.09.1976;0;9;0;1976
25.09.1976;0;9;0;1976
26.09.1976;0;9;0;1976
27.09.1976;0;9;0;1976
28.09.1976;0;9;0;1976
29.09.1976;0;9;0;1976
30.09.1976;0;9;0;1976
01.10.1976;0;10;0;1976
02.10.1976;0;10;0;1977
03.10.1976;0;10;0;1977
04.10.1976;0;10;0;1977
05.10.1976;0;10;0;1977
06.10.1976;0;10;0;1977
07.10.1976;0;10;0;1977
08.10.1976;0;10;0;1977
09.10.1976;0;10;0;1977
10.10.1976;0;10;0;1977
11.10.1976;0;10;0;1977
12.10.1976;0;10;0;1977
13.10.1976;0;10;0;1977
14.10.1976;0;10;0;1977
15.10.1976;0;10;0;1977
16.10.1976;0;10;0;1977
17.10.1976;0;10;0;1977
18.10.1976;0;10;0;1977
19.10.1976;0;10;0;1977
20.10.1976;0;10;0;1977
21.10.1976;0;10;0;1977
22.10.1976;0;10;0;1977
23.10.1976;0;10;0;1977
24.10.1976;0;10;0;1977
25.10.1976;0;10;0;1977
26.10.1976;0;10;0;1977
27.10.1976;0;10;0;1977
28.10.1976;0;10;0;1977
29.10.1976;0;10;0;1977
30.10.1976;0;10;0;1977
31.10.1976;0;10;0;1977
01.11.1976;0;11;0;1977
02.11.1976;0;11;0;1977
03.11.1976;0;11;0;1977
04.11.1976;7;11;0.07;1977
05.11.1976;2;11;0.02;1977
06.11.1976;0;11;0;1977
07.11.1976;0;11;0;1977
08.11.1976;8;11;0.08;1977
09.11.1976;5;11;0.05;1977
10.11.1976;2;11;0.02;1977
11.11.1976;0;11;0;1977
12.11.1976;6;11;0.06;1977
13.11.1976;5;11;0.05;1977
14.11.1976;5;11;0.05;1977
15.11.1976;6;11;0.06;1977
16.11.1976;6;11;0.06;1977
17.11.1976;5;11;0.05;1977
18.11.1976;4;11;0.04;1977
19.11.1976;4;11;0.04;1977
20.11.1976;14;11;0.14;1977
21.11.1976;19;11;0.19;1977
22.11.1976;15;11;0.15;1977
23.11.1976;20;11;0.2;1977
24.11.1976;45;11;0.45;1977
25.11.1976;55;11;0.55;1977
26.11.1976;56;11;0.56;1977
27.11.1976;48;11;0.48;1977
28.11.1976;43;11;0.43;1977
29.11.1976;40;11;0.4;1977
30.11.1976;32;11;0.32;1977
01.12.1976;30;12;0.3;1977
02.12.1976;36;12;0.36;1977
03.12.1976;51;12;0.51;1977
04.12.1976;47;12;0.47;1977
05.12.1976;42;12;0.42;1977
06.12.1976;40;12;0.4;1977
07.12.1976;40;12;0.4;1977
08.12.1976;40;12;0.4;1977
09.12.1976;44;12;0.44;1977
10.12.1976;58;12;0.58;1977
11.12.1976;60;12;0.6;1977
12.12.1976;93;12;0.93;1977
13.12.1976;124;12;1.24;1977
14.12.1976;110;12;1.1;1977
15.12.1976;100;12;1;1977
16.12.1976;94;12;0.94;1977
17.12.1976;92;12;0.92;1977
18.12.1976;88;12;0.88;1977
19.12.1976;86;12;0.86;1977
20.12.1976;84;12;0.84;1977
21.12.1976;82;12;0.82;1977
22.12.1976;80;12;0.8;1977
23.12.1976;78;12;0.78;1977
24.12.1976;78;12;0.78;1977
25.12.1976;76;12;0.76;1977
26.12.1976;76;12;0.76;1977
27.12.1976;78;12;0.78;1977
28.12.1976;76;12;0.76;1977
29.12.1976;79;12;0.79;1977
30.12.1976;78;12;0.78;1977
31.12.1976;78;12;0.78;1977
01.01.1977;76;1;0.76;1977
02.01.1977;76;1;0.76;1977
03.01.1977;78;1;0.78;1977
04.01.1977;86;1;0.86;1977
05.01.1977;86;1;0.86;1977
06.01.1977;82;1;0.82;1977
07.01.1977;80;1;0.8;1977
08.01.1977;79;1;0.79;1977
09.01.1977;80;1;0.8;1977
10.01.1977;79;1;0.79;1977
11.01.1977;75;1;0.75;1977
12.01.1977;80;1;0.8;1977
13.01.1977;88;1;0.88;1977
14.01.1977;86;1;0.86;1977
15.01.1977;101;1;1.01;1977
16.01.1977;110;1;1.1;1977
17.01.1977;125;1;1.25;1977
18.01.1977;127;1;1.27;1977
19.01.1977;118;1;1.18;1977
20.01.1977;122;1;1.22;1977
21.01.1977;115;1;1.15;1977
22.01.1977;110;1;1.1;1977
23.01.1977;105;1;1.05;1977
24.01.1977;100;1;1;1977
25.01.1977;97;1;0.97;1977
26.01.1977;95;1;0.95;1977
27.01.1977;90;1;0.9;1977
28.01.1977;88;1;0.88;1977
29.01.1977;88;1;0.88;1977
30.01.1977;105;1;1.05;1977
31.01.1977;105;1;1.05;1977
01.02.1977;103;2;1.03;1977
02.02.1977;102;2;1.02;1977
03.02.1977;100;2;1;1977
04.02.1977;97;2;0.97;1977
05.02.1977;90;2;0.9;1977
06.02.1977;88;2;0.88;1977
07.02.1977;108;2;1.08;1977
08.02.1977;98;2;0.98;1977
09.02.1977;95;2;0.95;1977
10.02.1977;90;2;0.9;1977
11.02.1977;90;2;0.9;1977
12.02.1977;90;2;0.9;1977
13.02.1977;104;2;1.04;1977
14.02.1977;96;2;0.96;1977
15.02.1977;95;2;0.95;1977
16.02.1977;93;2;0.93;1977
17.02.1977;95;2;0.95;1977
18.02.1977;106;2;1.06;1977
19.02.1977;100;2;1;1977
20.02.1977;95;2;0.95;1977
21.02.1977;93;2;0.93;1977
22.02.1977;87;2;0.87;1977
23.02.1977;105;2;1.05;1977
24.02.1977;92;2;0.92;1977
25.02.1977;98;2;0.98;1977
26.02.1977;118;2;1.18;1977
27.02.1977;120;2;1.2;1977
28.02.1977;122;2;1.22;1977
01.03.1977;120;3;1.2;1977
02.03.1977;110;3;1.1;1977
03.03.1977;100;3;1;1977
04.03.1977;98;3;0.98;1977
05.03.1977;95;3;0.95;1977
06.03.1977;93;3;0.93;1977
07.03.1977;88;3;0.88;1977
08.03.1977;85;3;0.85;1977
09.03.1977;82;3;0.82;1977
10.03.1977;80;3;0.8;1977
11.03.1977;78;3;0.78;1977
12.03.1977;75;3;0.75;1977
13.03.1977;85;3;0.85;1977
14.03.1977;80;3;0.8;1977
15.03.1977;82;3;0.82;1977
16.03.1977;80;3;0.8;1977
17.03.1977;78;3;0.78;1977
18.03.1977;75;3;0.75;1977
19.03.1977;80;3;0.8;1977
20.03.1977;80;3;0.8;1977
21.03.1977;75;3;0.75;1977
22.03.1977;70;3;0.7;1977
23.03.1977;65;3;0.65;1977
24.03.1977;60;3;0.6;1977
25.03.1977;55;3;0.55;1977
26.03.1977;50;3;0.5;1977
27.03.1977;50;3;0.5;1977
28.03.1977;50;3;0.5;1977
29.03.1977;63;3;0.63;1977
30.03.1977;60;3;0.6;1977
31.03.1977;60;3;0.6;1977
01.04.1977;60;4;0.6;1977
02.04.1977;58;4;0.58;1977
03.04.1977;55;4;0.55;1977
04.04.1977;52;4;0.52;1977
05.04.1977;48;4;0.48;1977
06.04.1977;45;4;0.45;1977
07.04.1977;45;4;0.45;1977
08.04.1977;45;4;0.45;1977
09.04.1977;70;4;0.7;1977
10.04.1977;70;4;0.7;1977
11.04.1977;60;4;0.6;1977
12.04.1977;74;4;0.74;1977
13.04.1977;75;4;0.75;1977
14.04.1977;85;4;0.85;1977
15.04.1977;115;4;1.15;1977
16.04.1977;134;4;1.34;1977
17.04.1977;114;4;1.14;1977
18.04.1977;99;4;0.99;1977
19.04.1977;84;4;0.84;1977
20.04.1977;75;4;0.75;1977
21.04.1977;70;4;0.7;1977
22.04.1977;65;4;0.65;1977
23.04.1977;60;4;0.6;1977
24.04.1977;55;4;0.55;1977
25.04.1977;58;4;0.58;1977
26.04.1977;54;4;0.54;1977
27.04.1977;50;4;0.5;1977
28.04.1977;45;4;0.45;1977
29.04.1977;45;4;0.45;1977
30.04.1977;45;4;0.45;1977
01.05.1977;45;5;0.45;1977
02.05.1977;43;5;0.43;1977
03.05.1977;40;5;0.4;1977
04.05.1977;35;5;0.35;1977
05.05.1977;30;5;0.3;1977
06.05.1977;25;5;0.25;1977
07.05.1977;20;5;0.2;1977
08.05.1977;15;5;0.15;1977
09.05.1977;5;5;0.05;1977
10.05.1977;0;5;0;1977
11.05.1977;0;5;0;1977
12.05.1977;0;5;0;1977
13.05.1977;0;5;0;1977
14.05.1977;0;5;0;1977
15.05.1977;0;5;0;1977
16.05.1977;0;5;0;1977
17.05.1977;0;5;0;1977
18.05.1977;0;5;0;1977
19.05.1977;0;5;0;1977
20.05.1977;0;5;0;1977
21.05.1977;0;5;0;1977
22.05.1977;0;5;0;1977
23.05.1977;0;5;0;1977
24.05.1977;0;5;0;1977
25.05.1977;0;5;0;1977
26.05.1977;0;5;0;1977
27.05.1977;0;5;0;1977
28.05.1977;0;5;0;1977
29.05.1977;0;5;0;1977
30.05.1977;0;5;0;1977
31.05.1977;0;5;0;1977
01.06.1977;0;6;0;1977
02.06.1977;0;6;0;1977
03.06.1977;0;6;0;1977
04.06.1977;0;6;0;1977
05.06.1977;0;6;0;1977
06.06.1977;0;6;0;1977
07.06.1977;0;6;0;1977
08.06.1977;0;6;0;1977
09.06.1977;0;6;0;1977
10.06.1977;0;6;0;1977
11.06.1977;0;6;0;1977
12.06.1977;0;6;0;1977
13.06.1977;0;6;0;1977
14.06.1977;0;6;0;1977
15.06.1977;0;6;0;1977
16.06.1977;0;6;0;1977
17.06.1977;0;6;0;1977
18.06.1977;0;6;0;1977
19.06.1977;0;6;0;1977
20.06.1977;0;6;0;1977
21.06.1977;0;6;0;1977
22.06.1977;0;6;0;1977
23.06.1977;0;6;0;1977
24.06.1977;0;6;0;1977
25.06.1977;0;6;0;1977
26.06.1977;0;6;0;1977
27.06.1977;0;6;0;1977
28.06.1977;0;6;0;1977
29.06.1977;0;6;0;1977
30.06.1977;0;6;0;1977
01.07.1977;0;7;0;1977
02.07.1977;0;7;0;1977
03.07.1977;0;7;0;1977
04.07.1977;0;7;0;1977
05.07.1977;0;7;0;1977
06.07.1977;0;7;0;1977
07.07.1977;0;7;0;1977
08.07.1977;0;7;0;1977
09.07.1977;0;7;0;1977
10.07.1977;0;7;0;1977
11.07.1977;0;7;0;1977
12.07.1977;0;7;0;1977
13.07.1977;0;7;0;1977
14.07.1977;0;7;0;1977
15.07.1977;0;7;0;1977
16.07.1977;0;7;0;1977
17.07.1977;0;7;0;1977
18.07.1977;0;7;0;1977
19.07.1977;0;7;0;1977
20.07.1977;0;7;0;1977
21.07.1977;0;7;0;1977
22.07.1977;0;7;0;1977
23.07.1977;0;7;0;1977
24.07.1977;0;7;0;1977
25.07.1977;0;7;0;1977
26.07.1977;0;7;0;1977
27.07.1977;0;7;0;1977
28.07.1977;0;7;0;1977
29.07.1977;0;7;0;1977
30.07.1977;0;7;0;1977
31.07.1977;0;7;0;1977
01.08.1977;0;8;0;1977
02.08.1977;0;8;0;1977
03.08.1977;0;8;0;1977
04.08.1977;0;8;0;1977
05.08.1977;0;8;0;1977
06.08.1977;0;8;0;1977
07.08.1977;0;8;0;1977
08.08.1977;0;8;0;1977
09.08.1977;0;8;0;1977
10.08.1977;0;8;0;1977
11.08.1977;0;8;0;1977
12.08.1977;0;8;0;1977
13.08.1977;0;8;0;1977
14.08.1977;0;8;0;1977
15.08.1977;0;8;0;1977
16.08.1977;0;8;0;1977
17.08.1977;0;8;0;1977
18.08.1977;0;8;0;1977
19.08.1977;0;8;0;1977
20.08.1977;0;8;0;1977
21.08.1977;0;8;0;1977
22.08.1977;0;8;0;1977
23.08.1977;0;8;0;1977
24.08.1977;0;8;0;1977
25.08.1977;0;8;0;1977
26.08.1977;0;8;0;1977
27.08.1977;0;8;0;1977
28.08.1977;0;8;0;1977
29.08.1977;0;8;0;1977
30.08.1977;0;8;0;1977
31.08.1977;0;8;0;1977
01.09.1977;0;9;0;1977
02.09.1977;0;9;0;1977
03.09.1977;0;9;0;1977
04.09.1977;0;9;0;1977
05.09.1977;0;9;0;1977
06.09.1977;0;9;0;1977
07.09.1977;0;9;0;1977
08.09.1977;0;9;0;1977
09.09.1977;0;9;0;1977
10.09.1977;0;9;0;1977
11.09.1977;0;9;0;1977
12.09.1977;0;9;0;1977
13.09.1977;0;9;0;1977
14.09.1977;0;9;0;1977
15.09.1977;0;9;0;1977
16.09.1977;0;9;0;1977
17.09.1977;0;9;0;1977
18.09.1977;0;9;0;1977
19.09.1977;0;9;0;1977
20.09.1977;0;9;0;1977
21.09.1977;0;9;0;1977
22.09.1977;0;9;0;1977
23.09.1977;0;9;0;1977
24.09.1977;0;9;0;1977
25.09.1977;0;9;0;1977
26.09.1977;0;9;0;1977
27.09.1977;0;9;0;1977
28.09.1977;0;9;0;1977
29.09.1977;0;9;0;1977
30.09.1977;0;9;0;1977
01.10.1977;0;10;0;1977
02.10.1977;2;10;0.02;1978
03.10.1977;4;10;0.04;1978
04.10.1977;0;10;0;1978
05.10.1977;0;10;0;1978
06.10.1977;0;10;0;1978
07.10.1977;0;10;0;1978
08.10.1977;0;10;0;1978
09.10.1977;0;10;0;1978
10.10.1977;0;10;0;1978
11.10.1977;0;10;0;1978
12.10.1977;0;10;0;1978
13.10.1977;0;10;0;1978
14.10.1977;0;10;0;1978
15.10.1977;0;10;0;1978
16.10.1977;0;10;0;1978
17.10.1977;0;10;0;1978
18.10.1977;0;10;0;1978
19.10.1977;0;10;0;1978
20.10.1977;0;10;0;1978
21.10.1977;0;10;0;1978
22.10.1977;0;10;0;1978
23.10.1977;0;10;0;1978
24.10.1977;0;10;0;1978
25.10.1977;0;10;0;1978
26.10.1977;0;10;0;1978
27.10.1977;0;10;0;1978
28.10.1977;0;10;0;1978
29.10.1977;0;10;0;1978
30.10.1977;0;10;0;1978
31.10.1977;0;10;0;1978
01.11.1977;0;11;0;1978
02.11.1977;0;11;0;1978
03.11.1977;0;11;0;1978
04.11.1977;0;11;0;1978
05.11.1977;0;11;0;1978
06.11.1977;0;11;0;1978
07.11.1977;0;11;0;1978
08.11.1977;0;11;0;1978
09.11.1977;0;11;0;1978
10.11.1977;0;11;0;1978
11.11.1977;0;11;0;1978
12.11.1977;0;11;0;1978
13.11.1977;0;11;0;1978
14.11.1977;8;11;0.08;1978
15.11.1977;7;11;0.07;1978
16.11.1977;14;11;0.14;1978
17.11.1977;17;11;0.17;1978
18.11.1977;40;11;0.4;1978
19.11.1977;40;11;0.4;1978
20.11.1977;32;11;0.32;1978
21.11.1977;20;11;0.2;1978
22.11.1977;42;11;0.42;1978
23.11.1977;40;11;0.4;1978
24.11.1977;35;11;0.35;1978
25.11.1977;50;11;0.5;1978
26.11.1977;55;11;0.55;1978
27.11.1977;76;11;0.76;1978
28.11.1977;62;11;0.62;1978
29.11.1977;55;11;0.55;1978
30.11.1977;50;11;0.5;1978
01.12.1977;48;12;0.48;1978
02.12.1977;46;12;0.46;1978
03.12.1977;44;12;0.44;1978
04.12.1977;42;12;0.42;1978
